# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
4552 150996.437500 254292.921875 -23460.845703
4553 151047.328125 251862.515625 -23268.345703
4554 150992.250000 249392.328125 -23064.158203
4555 150953.078125 246932.875000 -22835.882812
4556 150916.093750 244490.031250 -22576.587891
4557 150884.671875 242002.000000 -22305.199219
4558 150860.609375 239472.656250 -22127.023438
4559 150893.421875 236947.453125 -22083.794922
4560 151410.546875 234601.953125 -22266.378906
4561 152066.781250 232413.109375 -22544.771484
4562 152697.718750 230242.703125 -22745.650391
4563 153282.875000 228008.281250 -22843.638672
4564 153882.000000 225738.984375 -22866.980469
4565 154532.453125 223401.718750 -22886.128906
4566 155153.562500 220851.609375 -22973.402344
4567 155657.875000 218100.625000 -23342.714844
4568 155956.718750 215500.187500 -23853.207031
4569 156087.171875 213040.218750 -24360.076172
4570 156184.796875 210686.093750 -24829.593750
4571 156299.203125 208329.312500 -25243.562500
4572 156495.234375 205972.250000 -25630.929688
4573 156721.328125 203649.140625 -25939.201172
4574 156988.593750 201336.265625 -26172.128906
4575 157312.687500 199002.093750 -26331.904297
4576 157637.843750 196682.953125 -26463.277344
4577 157980.781250 194323.968750 -26553.714844
4578 158304.421875 191949.781250 -26626.025391
4579 158605.859375 189555.890625 -26676.720703
4580 158892.015625 187131.984375 -26728.837891
4581 159167.750000 184689.031250 -26780.882812
4582 159444.078125 182267.890625 -26826.550781
4583 159710.531250 179832.015625 -26867.414062
4584 159963.328125 177409.046875 -26896.046875
4585 160185.843750 175055.500000 -26887.867188
4586 160453.968750 172727.093750 -26802.009766
4587 160778.328125 170389.859375 -26678.478516
4588 161154.046875 168010.140625 -26523.183594
4589 161532.921875 165609.921875 -26386.130859
4590 161919.593750 163176.859375 -26279.070312
4591 162287.531250 160732.109375 -26207.220703
4592 162621.234375 158285.875000 -26170.765625
4593 162919.281250 155808.625000 -26186.832031
4594 163158.578125 153332.906250 -26257.572266
4595 163353.843750 150847.359375 -26404.435547
4596 163480.609375 148457.421875 -26610.894531
4597 163604.828125 146179.265625 -26734.048828
4598 163743.890625 143849.359375 -26792.517578
4599 163906.875000 141492.765625 -26785.927734
4600 164090.562500 139116.265625 -26740.654297
4601 164289.796875 136733.125000 -26664.103516
4602 164507.765625 134342.921875 -26571.910156
4603 164746.906250 131950.984375 -26445.992188
4604 164996.687500 129558.023438 -26308.611328
4605 165266.437500 127165.429688 -26141.158203
4606 165549.046875 124773.875000 -25964.732422
4607 165851.281250 122385.328125 -25774.160156
4608 166178.015625 120000.000000 -25588.162109
4609 152961.312500 457571.625000 -42526.394531
4610 153409.671875 460000.000000 -42399.597656
4611 152604.750000 455097.812500 -42572.363281
4612 152338.875000 452606.281250 -42565.421875
4613 152136.171875 450133.718750 -42546.105469
4614 151896.421875 447654.531250 -42542.218750
4615 151662.796875 445172.500000 -42556.511719
4616 151421.421875 442663.875000 -42546.031250
4617 151196.671875 440137.937500 -42455.027344
4618 150995.093750 437635.218750 -42293.179688
4619 150780.078125 435149.031250 -42110.230469
4620 150574.062500 432701.687500 -41918.195312
4621 150304.078125 430267.000000 -41842.617188
4622 149958.500000 427845.187500 -41859.292969
4623 149595.906250 425359.750000 -41875.843750
4624 149209.671875 422785.500000 -41760.460938
4625 148903.906250 420252.343750 -41483.296875
4626 148657.406250 417821.187500 -41210.343750
4627 148394.015625 415372.625000 -41007.121094
4628 148149.718750 412880.750000 -40793.804688
4629 147941.343750 410381.812500 -40565.292969
4630 147753.296875 407917.000000 -40327.359375
4631 147576.890625 405438.593750 -40125.101562
4632 147394.406250 402961.218750 -39980.054688
4633 147225.375000 400464.593750 -39831.070312
4634 147071.484375 397964.000000 -39684.285156
4635 146942.750000 395472.593750 -39513.832031
4636 146828.843750 392990.437500 -39323.121094
4637 146719.562500 390519.718750 -39109.738281
4638 146664.609375 388072.593750 -38813.371094
4639 146671.828125 385670.875000 -38423.375000
4640 146716.359375 383236.093750 -38016.226562
4641 146768.203125 380818.187500 -37584.164062
4642 146811.453125 378411.625000 -37142.753906
4643 146870.531250 376054.812500 -36694.882812
4644 147005.843750 373777.718750 -36232.988281
4645 147203.625000 371477.812500 -35727.203125
4646 147466.296875 369179.031250 -35176.187500
4647 147717.593750 366709.375000 -34641.429688
4648 147869.375000 364128.281250 -34092.937500
4649 147880.453125 361489.000000 -33601.085938
4650 147728.421875 358928.593750 -33106.816406
4651 147334.000000 356419.687500 -32555.746094
4652 146807.203125 354116.593750 -32016.486328
4653 146189.687500 351970.281250 -31488.085938
4654 145677.171875 349960.125000 -30991.369141
4655 145269.484375 348013.093750 -30450.238281
4656 144964.625000 345945.531250 -29885.484375
4657 144730.828125 343792.187500 -29314.830078
4658 144518.234375 341561.937500 -28832.546875
4659 144384.187500 339302.156250 -28427.685547
4660 144425.515625 337096.187500 -27993.044922
4661 144626.140625 334892.812500 -27520.140625
4662 144949.187500 332498.125000 -27032.248047
4663 145212.765625 329882.656250 -26706.312500
4664 145215.390625 327301.125000 -26576.648438
4665 145194.937500 324959.312500 -26412.089844
4666 145153.453125 322679.437500 -26182.820312
4667 145174.484375 320361.687500 -25899.250000
4668 145269.078125 317983.062500 -25607.845703
4669 145398.625000 315669.250000 -25338.523438
4670 145631.656250 313433.093750 -25022.664062
4671 145914.453125 311248.593750 -24613.660156
4672 146226.359375 309122.281250 -24103.097656
4673 146508.828125 307021.468750 -23461.212891
4674 146839.390625 304781.437500 -22710.394531
4675 147308.703125 302141.812500 -22031.691406
4676 147816.000000 299127.281250 -21682.628906
4677 148129.750000 296125.687500 -21721.359375
4678 148244.234375 293370.468750 -21967.080078
4679 148433.593750 291052.156250 -22293.015625
4680 148864.984375 289068.250000 -22644.683594
4681 149329.937500 287142.312500 -22950.761719
4682 149923.687500 285122.000000 -23225.197266
4683 150442.812500 282956.562500 -23496.904297
4684 150844.796875 280731.562500 -23830.623047
4685 151342.609375 278819.312500 -24203.978516
4686 151869.421875 276986.593750 -24542.333984
4687 152406.453125 275236.156250 -24870.564453
4688 152509.515625 273138.843750 -24970.589844
4689 152503.265625 270792.968750 -24994.482422
4690 152542.875000 268414.468750 -25000.494141
4691 152599.734375 266069.406250 -24946.765625
4692 152692.875000 263766.875000 -24858.970703
4693 152846.125000 261485.765625 -24697.416016
4694 153025.187500 259168.062500 -24511.537109
4695 153204.984375 256814.453125 -24310.767578
4696 153391.484375 254425.859375 -24131.089844
4697 153411.125000 251996.468750 -23926.255859
4698 153330.281250 249525.078125 -23708.171875
4699 153265.906250 247069.437500 -23482.708984
4700 153218.953125 244644.578125 -23223.955078
4701 153189.453125 242154.828125 -22936.765625
4702 153147.328125 239577.671875 -22741.591797
4703 153160.531250 236998.796875 -22691.964844
4704 153619.421875 234620.531250 -22898.529297
4705 154200.765625 232438.625000 -23146.212891
4706 154793.109375 230262.812500 -23321.652344
4707 155438.875000 228016.953125 -23446.312500
4708 156131.187500 225704.640625 -23574.488281
4709 156813.859375 223308.546875 -23807.089844
4710 157431.828125 220744.937500 -24088.298828
4711 157859.703125 218064.453125 -24527.144531
4712 158049.375000 215557.359375 -25019.957031
4713 158162.218750 213143.156250 -25465.185547
4714 158272.937500 210810.187500 -25857.087891
4715 158389.468750 208421.953125 -26202.343750
4716 158567.500000 206024.203125 -26497.513672
4717 158794.968750 203661.406250 -26797.431641
4718 159041.812500 201343.468750 -27021.697266
4719 159333.578125 198994.171875 -27212.148438
4720 159658.781250 196671.593750 -27363.298828
4721 159973.296875 194322.500000 -27490.496094
4722 160277.562500 191958.328125 -27589.349609
4723 160556.421875 189573.453125 -27638.115234
4724 160818.390625 187155.250000 -27688.867188
4725 161066.421875 184713.687500 -27718.708984
4726 161313.687500 182305.671875 -27743.433594
4727 161568.828125 179875.531250 -27755.203125
4728 161794.843750 177465.921875 -27752.582031
4729 162044.125000 175108.703125 -27718.193359
4730 162312.890625 172773.359375 -27621.646484
4731 162644.093750 170417.578125 -27502.859375
4732 163000.093750 168011.593750 -27362.142578
4733 163361.031250 165608.328125 -27234.279297
4734 163713.765625 163160.500000 -27137.365234
4735 164033.687500 160712.218750 -27069.623047
4736 164357.921875 158261.578125 -27056.003906
4737 164634.875000 155797.187500 -27083.308594
4738 164867.250000 153306.984375 -27192.884766
4739 165028.640625 150836.765625 -27341.904297
4740 165099.796875 148484.734375 -27500.595703
4741 165203.062500 146183.343750 -27594.066406
4742 165343.500000 143861.312500 -27626.939453
4743 165502.734375 141499.140625 -27610.849609
4744 165682.656250 139120.890625 -27549.943359
4745 165881.156250 136736.312500 -27464.166016
4746 166094.687500 134347.468750 -27349.904297
4747 166316.734375 131954.734375 -27209.634766
4748 166557.828125 129561.039062 -27045.080078
4749 166813.843750 127166.140625 -26879.150391
4750 167099.640625 124775.398438 -26687.251953
4751 167390.609375 122383.015625 -26514.019531
4752 167720.453125 120000.000000 -26297.488281
4753 155512.843750 457576.906250 -45120.429688
4754 155982.437500 460000.000000 -44984.804688
4755 155182.906250 455081.031250 -45124.394531
4756 154957.250000 452572.875000 -45065.101562
4757 154835.421875 450093.312500 -44917.843750
4758 154676.390625 447604.750000 -44789.820312
4759 154497.843750 445120.875000 -44680.949219
4760 154321.687500 442628.406250 -44550.414062
4761 154144.359375 440133.968750 -44385.687500
4762 153966.265625 437642.937500 -44178.578125
4763 153784.000000 435161.312500 -43927.570312
4764 153616.437500 432693.312500 -43600.941406
4765 153381.812500 430226.656250 -43341.667969
4766 153104.296875 427764.562500 -43159.484375
4767 152759.578125 425305.812500 -43130.550781
4768 152392.734375 422835.218750 -43101.937500
4769 152041.546875 420343.593750 -43011.613281
4770 151759.750000 417876.937500 -42793.175781
4771 151489.203125 415401.937500 -42609.902344
4772 151243.531250 412921.906250 -42419.824219
4773 151029.953125 410433.843750 -42224.347656
4774 150837.703125 407950.562500 -42034.863281
4775 150645.906250 405463.187500 -41888.609375
4776 150447.765625 402971.406250 -41790.593750
4777 150260.031250 400474.937500 -41701.496094
4778 150089.140625 397977.718750 -41600.582031
4779 149952.234375 395489.781250 -41461.261719
4780 149833.046875 393010.812500 -41290.308594
4781 149728.703125 390540.687500 -41087.777344
4782 149658.578125 388092.593750 -40836.050781
4783 149631.390625 385651.562500 -40528.828125
4784 149650.296875 383227.750000 -40180.972656
4785 149657.437500 380820.468750 -39791.656250
4786 149673.281250 378404.156250 -39371.437500
4787 149707.937500 376009.687500 -38948.421875
4788 149778.656250 373640.625000 -38508.808594
4789 149893.312500 371292.656250 -38077.738281
4790 150042.609375 368960.343750 -37603.093750
4791 150160.703125 366525.843750 -37066.187500
4792 150238.734375 364025.750000 -36539.617188
4793 150171.828125 361512.312500 -35996.160156
4794 149986.343750 359035.406250 -35475.699219
4795 149712.578125 356699.625000 -34890.906250
4796 149260.000000 354401.875000 -34262.957031
4797 148737.203125 352257.093750 -33675.894531
4798 148277.906250 350188.125000 -33093.203125
4799 147918.875000 348126.375000 -32523.023438
4800 147650.562500 346077.437500 -31949.427734
4801 147453.000000 343953.218750 -31363.537109
4802 147279.765625 341692.312500 -30824.324219
4803 147162.218750 339435.250000 -30366.947266
4804 147164.093750 337169.093750 -29951.396484
4805 147333.968750 334924.281250 -29502.589844
4806 147538.921875 332532.500000 -29093.044922
4807 147714.109375 330033.250000 -28756.136719
4808 147808.156250 327567.781250 -28495.605469
4809 147821.609375 325246.875000 -28237.921875
4810 147843.875000 322955.656250 -27868.058594
4811 147936.734375 320571.750000 -27490.000000
4812 148005.656250 318152.812500 -27154.501953
4813 148129.906250 315784.437500 -26903.457031
4814 148313.562500 313558.406250 -26630.875000
4815 148606.640625 311343.312500 -26250.001953
4816 148955.234375 309259.593750 -25833.189453
4817 149420.890625 307215.750000 -25287.160156
4818 149975.062500 304950.062500 -24682.564453
4819 150523.718750 302307.375000 -24050.486328
4820 150827.156250 299181.156250 -23657.617188
4821 150924.359375 296247.843750 -23617.853516
4822 150995.843750 293668.406250 -23762.589844
4823 151166.890625 291377.656250 -23968.273438
4824 151500.265625 289344.156250 -24222.779297
4825 151981.640625 287419.750000 -24428.886719
4826 152540.796875 285366.906250 -24657.906250
4827 153068.015625 283266.437500 -24852.140625
4828 153454.953125 281099.906250 -25055.273438
4829 154008.187500 279143.625000 -25320.332031
4830 154488.750000 277272.937500 -25548.087891
4831 155050.687500 275406.593750 -25818.593750
4832 155173.593750 273229.156250 -25889.982422
4833 155180.171875 270881.281250 -25892.162109
4834 155217.171875 268526.125000 -25866.773438
4835 155236.515625 266184.937500 -25788.906250
4836 155305.687500 263891.500000 -25668.976562
4837 155425.015625 261613.453125 -25508.937500
4838 155540.968750 259297.734375 -25322.193359
4839 155703.546875 256945.281250 -25131.845703
4840 155846.921875 254570.687500 -24948.400391
4841 155853.593750 252160.078125 -24695.390625
4842 155740.046875 249679.156250 -24426.343750
4843 155668.078125 247216.109375 -24177.222656
4844 155605.890625 244796.031250 -23908.876953
4845 155554.718750 242339.171875 -23608.875000
4846 155510.906250 239718.765625 -23372.537109
4847 155468.687500 237088.734375 -23295.345703
4848 155861.828125 234701.140625 -23448.279297
4849 156448.390625 232491.171875 -23663.402344
4850 157112.093750 230250.156250 -23889.568359
4851 157849.265625 227907.578125 -24145.164062
4852 158552.281250 225540.312500 -24549.582031
4853 159173.703125 223171.390625 -24938.767578
4854 159592.296875 220644.343750 -25355.173828
4855 159899.625000 218089.921875 -25795.332031
4856 160078.750000 215656.500000 -26242.390625
4857 160193.531250 213276.937500 -26623.589844
4858 160305.406250 210915.781250 -26900.107422
4859 160468.765625 208505.531250 -27193.289062
4860 160671.937500 206084.625000 -27479.554688
4861 160888.234375 203691.812500 -27740.388672
4862 161134.203125 201356.265625 -27977.751953
4863 161412.500000 198990.125000 -28186.154297
4864 161696.328125 196670.390625 -28367.298828
4865 161962.593750 194318.109375 -28511.380859
4866 162243.234375 191972.109375 -28607.847656
4867 162501.062500 189594.906250 -28667.343750
4868 162742.906250 187208.687500 -28680.275391
4869 162960.859375 184761.171875 -28692.074219
4870 163199.000000 182349.406250 -28677.255859
4871 163463.796875 179922.609375 -28664.654297
4872 163694.125000 177523.281250 -28635.082031
4873 163949.562500 175155.515625 -28587.058594
4874 164243.484375 172795.296875 -28504.482422
4875 164555.781250 170419.390625 -28397.000000
4876 164890.078125 168026.968750 -28277.746094
4877 165195.953125 165622.812500 -28141.101562
4878 165493.796875 163169.375000 -28023.828125
4879 165816.250000 160689.796875 -27968.091797
4880 166104.906250 158207.781250 -27965.285156
4881 166403.328125 155732.171875 -28061.867188
4882 166599.609375 153264.171875 -28199.597656
4883 166713.484375 150891.640625 -28323.990234
4884 166749.062500 148523.890625 -28419.800781
4885 166836.718750 146213.203125 -28485.990234
4886 166962.296875 143861.515625 -28494.023438
4887 167112.812500 141502.015625 -28450.109375
4888 167285.609375 139128.265625 -28364.974609
4889 167475.000000 136740.421875 -28261.568359
4890 167682.937500 134349.578125 -28136.087891
4891 167907.890625 131956.531250 -27988.683594
4892 168147.203125 129562.531250 -27813.160156
4893 168394.953125 127167.437500 -27631.521484
4894 168663.562500 124775.921875 -27426.681641
4895 168950.187500 122386.132812 -27217.675781
4896 169262.468750 120000.000000 -27007.656250
4897 158161.437500 457562.968750 -47643.050781
4898 158581.000000 460000.000000 -47544.179688
4899 157859.203125 455063.625000 -47644.253906
4900 157706.703125 452552.125000 -47500.003906
4901 157623.484375 450070.875000 -47257.117188
4902 157526.859375 447598.093750 -47022.609375
4903 157378.781250 445116.593750 -46837.980469
4904 157214.359375 442631.781250 -46653.765625
4905 157058.296875 440149.125000 -46436.425781
4906 156900.562500 437670.250000 -46185.523438
4907 156759.234375 435209.406250 -45858.394531
4908 156615.687500 432769.875000 -45477.402344
4909 156474.046875 430323.781250 -45025.718750
4910 156251.156250 427843.343750 -44615.796875
4911 155919.109375 425271.281250 -44418.398438
4912 155530.437500 422784.093750 -44385.363281
4913 155184.812500 420332.562500 -44384.351562
4914 154867.421875 417881.625000 -44332.062500
4915 154569.656250 415411.218750 -44246.480469
4916 154321.921875 412939.312500 -44097.082031
4917 154108.515625 410457.906250 -43942.210938
4918 153912.093750 407961.093750 -43791.980469
4919 153707.687500 405460.875000 -43680.648438
4920 153498.890625 402958.281250 -43617.539062
4921 153291.328125 400451.843750 -43578.242188
4922 153097.328125 397966.187500 -43541.039062
4923 152939.234375 395493.093750 -43456.605469
4924 152805.984375 393015.312500 -43327.011719
4925 152694.343750 390547.750000 -43148.832031
4926 152597.343750 388084.500000 -42938.828125
4927 152533.359375 385645.625000 -42674.785156
4928 152485.437500 383226.250000 -42367.023438
4929 152473.187500 380827.156250 -42012.214844
4930 152491.015625 378412.437500 -41627.703125
4931 152499.218750 375980.562500 -41208.820312
4932 152509.343750 373581.812500 -40785.785156
4933 152536.296875 371192.156250 -40363.062500
4934 152589.250000 368827.187500 -39892.789062
4935 152647.656250 366440.750000 -39403.972656
4936 152654.437500 364017.281250 -38877.964844
4937 152585.156250 361589.875000 -38314.476562
4938 152407.828125 359174.843750 -37754.160156
4939 152131.796875 356855.343750 -37128.066406
4940 151790.453125 354650.531250 -36502.496094
4941 151432.171875 352468.656250 -35834.109375
4942 151024.406250 350324.437500 -35210.296875
4943 150692.312500 348218.718750 -34624.855469
4944 150415.843750 346148.093750 -34026.289062
4945 150202.218750 344031.531250 -33446.605469
4946 150030.359375 341834.906250 -32877.765625
4947 149890.687500 339576.218750 -32350.792969
4948 149891.906250 337301.281250 -31869.001953
4949 149968.843750 335023.062500 -31403.810547
4950 150109.187500 332651.500000 -30969.890625
4951 150255.515625 330226.593750 -30597.621094
4952 150383.171875 327827.937500 -30241.951172
4953 150487.671875 325516.000000 -29879.546875
4954 150608.609375 323172.187500 -29479.423828
4955 150725.671875 320783.968750 -29088.919922
4956 150825.000000 318346.125000 -28724.634766
4957 150896.734375 315940.156250 -28434.785156
4958 151056.968750 313663.875000 -28176.085938
4959 151295.515625 311418.531250 -27871.228516
4960 151657.718750 309241.906250 -27517.208984
4961 152163.015625 307113.437500 -27137.283203
4962 152677.125000 304940.000000 -26654.332031
4963 153142.468750 302416.031250 -26087.980469
4964 153491.359375 299448.218750 -25605.453125
4965 153551.031250 296483.812500 -25458.775391
4966 153600.812500 293950.468750 -25542.992188
4967 153726.640625 291705.750000 -25660.787109
4968 154096.765625 289684.093750 -25802.953125
4969 154575.718750 287692.468750 -25949.701172
4970 155097.812500 285669.250000 -26085.525391
4971 155614.296875 283504.687500 -26218.412109
4972 156095.578125 281382.593750 -26368.121094
4973 156641.765625 279456.437500 -26558.150391
4974 157223.484375 277517.718750 -26789.142578
4975 157869.343750 275540.156250 -27029.599609
4976 158000.937500 273266.000000 -27124.583984
4977 157979.828125 270925.406250 -27169.607422
4978 158008.656250 268608.625000 -27100.560547
4979 157989.203125 266300.812500 -27013.585938
4980 157994.921875 264022.687500 -26860.937500
4981 158050.421875 261763.484375 -26650.478516
4982 158112.890625 259435.171875 -26425.802734
4983 158216.812500 257086.812500 -26217.570312
4984 158318.906250 254726.343750 -25991.279297
4985 158338.953125 252334.203125 -25703.248047
4986 158241.906250 249836.031250 -25340.601562
4987 158169.546875 247375.421875 -25061.919922
4988 158089.250000 244951.375000 -24772.242188
4989 158051.812500 242487.312500 -24447.078125
4990 158015.453125 239941.843750 -24162.677734
4991 157931.359375 237261.296875 -23994.812500
4992 158321.562500 234823.265625 -24099.998047
4993 159038.468750 232508.234375 -24407.140625
4994 159777.937500 230167.437500 -24771.552734
4995 160431.593750 227771.328125 -25285.445312
4996 160917.609375 225451.187500 -25808.968750
4997 161328.578125 223102.156250 -26240.808594
4998 161660.703125 220647.359375 -26642.248047
4999 161881.250000 218149.156250 -27055.603516
5000 162028.984375 215770.343750 -27453.097656
5001 162140.625000 213398.000000 -27762.169922
5002 162334.437500 211021.312500 -28019.841797
5003 162515.171875 208587.937500 -28265.634766
5004 162718.812500 206140.687500 -28506.724609
5005 162935.015625 203713.437500 -28763.128906
5006 163171.015625 201348.656250 -29011.583984
5007 163416.484375 198989.218750 -29236.894531
5008 163663.781250 196670.359375 -29429.767578
5009 163909.890625 194325.015625 -29573.410156
5010 164159.062500 191986.859375 -29668.773438
5011 164405.312500 189636.125000 -29712.621094
5012 164648.000000 187254.890625 -29715.158203
5013 164881.171875 184817.359375 -29691.257812
5014 165139.093750 182386.578125 -29682.949219
5015 165380.093750 179960.281250 -29659.099609
5016 165646.562500 177564.812500 -29630.958984
5017 165916.484375 175182.906250 -29572.429688
5018 166191.500000 172801.359375 -29475.011719
5019 166496.375000 170417.109375 -29421.314453
5020 166790.453125 168040.187500 -29307.218750
5021 167062.937500 165671.531250 -29146.630859
5022 167329.953125 163191.718750 -28989.814453
5023 167606.140625 160642.015625 -28943.265625
5024 167935.859375 158133.453125 -29015.150391
5025 168150.125000 155690.781250 -29159.833984
5026 168237.968750 153265.812500 -29259.505859
5027 168297.234375 150935.500000 -29334.835938
5028 168363.750000 148584.500000 -29381.914062
5029 168452.140625 146225.468750 -29377.171875
5030 168582.843750 143883.390625 -29361.162109
5031 168732.171875 141513.468750 -29299.154297
5032 168903.453125 139133.125000 -29201.132812
5033 169082.328125 136744.140625 -29084.537109
5034 169282.546875 134351.171875 -28936.115234
5035 169496.000000 131958.250000 -28765.867188
5036 169723.578125 129563.328125 -28580.824219
5037 169968.656250 127169.148438 -28379.986328
5038 170230.843750 124776.617188 -28168.716797
5039 170507.406250 122386.453125 -27946.041016
5040 170804.140625 120000.000000 -27718.591797
5041 160888.250000 457541.218750 -50066.328125
5042 161203.406250 460000.000000 -50079.062500
5043 160746.828125 455052.625000 -49875.117188
5044 160642.750000 452572.593750 -49630.140625
5045 160584.046875 450106.593750 -49303.851562
5046 160480.281250 447620.093750 -49040.753906
5047 160312.546875 445121.500000 -48880.832031
5048 160111.406250 442636.656250 -48757.859375
5049 159936.390625 440169.531250 -48583.781250
5050 159808.578125 437710.968750 -48306.207031
5051 159687.171875 435270.937500 -47957.625000
5052 159597.875000 432857.531250 -47521.804688
5053 159526.531250 430460.500000 -47018.785156
5054 159385.453125 427998.125000 -46491.082031
5055 159137.937500 425363.031250 -46092.218750
5056 158758.671875 422732.343750 -45934.921875
5057 158376.656250 420245.562500 -45936.757812
5058 158025.781250 417808.875000 -45948.035156
5059 157676.671875 415364.656250 -45928.796875
5060 157412.562500 412911.593750 -45856.398438
5061 157174.750000 410419.968750 -45790.011719
5062 156952.078125 407943.750000 -45743.757812
5063 156743.921875 405428.812500 -45692.531250
5064 156542.796875 402932.531250 -45639.179688
5065 156322.906250 400426.250000 -45620.531250
5066 156093.703125 397932.593750 -45604.917969
5067 155907.578125 395468.093750 -45561.015625
5068 155754.250000 393007.125000 -45469.476562
5069 155622.500000 390549.406250 -45321.097656
5070 155508.968750 388097.250000 -45109.390625
5071 155420.484375 385659.625000 -44847.968750
5072 155352.046875 383229.000000 -44546.847656
5073 155300.187500 380804.656250 -44220.113281
5074 155302.234375 378370.968750 -43867.898438
5075 155291.390625 375978.656250 -43501.234375
5076 155272.484375 373564.718750 -43084.500000
5077 155260.171875 371170.125000 -42643.804688
5078 155253.562500 368776.281250 -42178.953125
5079 155238.875000 366412.031250 -41697.058594
5080 155230.562500 364003.656250 -41180.636719
5081 155158.468750 361636.031250 -40623.878906
5082 155025.718750 359305.218750 -40021.812500
5083 154778.531250 356969.687500 -39384.507812
5084 154464.140625 354755.593750 -38705.578125
5085 154138.953125 352574.687500 -38047.074219
5086 153785.109375 350394.375000 -37396.359375
5087 153430.359375 348288.125000 -36779.906250
5088 153139.531250 346207.562500 -36179.398438
5089 152891.765625 344115.531250 -35578.605469
5090 152712.609375 341952.906250 -34960.070312
5091 152612.828125 339748.406250 -34369.800781
5092 152633.625000 337513.000000 -33751.308594
5093 152716.437500 335225.250000 -33205.492188
5094 152836.796875 332854.156250 -32704.951172
5095 152964.593750 330458.281250 -32269.939453
5096 153143.921875 328058.687500 -31872.662109
5097 153305.468750 325701.875000 -31492.007812
5098 153451.593750 323331.218750 -31125.400391
5099 153569.625000 320946.875000 -30741.103516
5100 153640.656250 318533.531250 -30369.400391
5101 153723.312500 316122.468750 -30049.607422
5102 153852.875000 313780.281250 -29772.253906
5103 154058.250000 311458.468750 -29497.464844
5104 154348.406250 309179.968750 -29223.373047
5105 154706.390625 307005.093750 -28884.667969
5106 155099.093750 304877.500000 -28528.697266
5107 155610.031250 302505.437500 -28021.951172
5108 156042.093750 299626.812500 -27596.638672
5109 156173.250000 296752.687500 -27441.792969
5110 156197.609375 294301.531250 -27422.910156
5111 156347.718750 292106.500000 -27394.277344
5112 156708.312500 290031.125000 -27467.535156
5113 157175.000000 288059.125000 -27524.238281
5114 157749.859375 285929.156250 -27605.023438
5115 158323.031250 283741.437500 -27721.302734
5116 158805.046875 281618.406250 -27866.792969
5117 159400.734375 279634.406250 -28093.710938
5118 160010.328125 277617.843750 -28343.318359
5119 160590.984375 275594.125000 -28695.619141
5120 160642.781250 273300.593750 -28782.808594
5121 160560.015625 270960.156250 -28780.148438
5122 160511.484375 268680.093750 -28732.238281
5123 160470.390625 266407.062500 -28570.210938
5124 160468.640625 264165.968750 -28351.310547
5125 160499.875000 261923.562500 -28093.857422
5126 160556.578125 259592.812500 -27779.611328
5127 160615.781250 257239.109375 -27504.810547
5128 160729.671875 254867.687500 -27245.734375
5129 160764.890625 252450.937500 -26941.417969
5130 160741.328125 249980.562500 -26595.435547
5131 160670.203125 247509.671875 -26272.701172
5132 160616.265625 245082.375000 -25931.666016
5133 160605.656250 242617.796875 -25614.908203
5134 160610.531250 240126.343750 -25315.982422
5135 160608.281250 237488.453125 -25037.947266
5136 161066.640625 234941.171875 -25194.501953
5137 161799.453125 232499.031250 -25590.533203
5138 162364.328125 230103.953125 -26171.689453
5139 162762.546875 227771.625000 -26711.742188
5140 163096.421875 225482.109375 -27153.736328
5141 163392.484375 223115.828125 -27556.000000
5142 163624.062500 220686.515625 -27929.626953
5143 163805.687500 218243.531250 -28296.146484
5144 163959.812500 215857.796875 -28639.144531
5145 164132.109375 213496.359375 -28904.093750
5146 164315.906250 211094.109375 -29124.242188
5147 164517.328125 208653.171875 -29334.119141
5148 164727.968750 206174.437500 -29569.503906
5149 164947.015625 203731.078125 -29823.158203
5150 165151.671875 201349.921875 -30068.789062
5151 165370.921875 198988.093750 -30310.970703
5152 165580.296875 196670.656250 -30505.867188
5153 165810.953125 194333.906250 -30656.865234
5154 166034.468750 191995.828125 -30753.078125
5155 166287.000000 189652.375000 -30805.646484
5156 166557.093750 187273.390625 -30822.037109
5157 166834.187500 184842.109375 -30828.398438
5158 167092.968750 182407.171875 -30832.527344
5159 167355.328125 179998.406250 -30815.853516
5160 167591.921875 177588.078125 -30782.328125
5161 167836.968750 175194.656250 -30708.833984
5162 168114.328125 172783.046875 -30665.857422
5163 168401.609375 170407.187500 -30616.062500
5164 168666.625000 168073.015625 -30493.267578
5165 168939.421875 165710.656250 -30309.070312
5166 169200.406250 163225.828125 -30127.570312
5167 169465.046875 160601.484375 -30050.958984
5168 169622.343750 158065.796875 -30156.966797
5169 169754.390625 155699.421875 -30288.148438
5170 169838.531250 153331.593750 -30320.072266
5171 169900.812500 150983.500000 -30339.583984
5172 169987.390625 148624.265625 -30328.662109
5173 170090.171875 146255.156250 -30297.179688
5174 170210.937500 143888.218750 -30244.562500
5175 170352.984375 141514.937500 -30158.851562
5176 170512.468750 139133.625000 -30041.841797
5177 170691.046875 136746.765625 -29898.800781
5178 170885.593750 134355.156250 -29738.269531
5179 171089.953125 131959.031250 -29553.791016
5180 171306.640625 129565.218750 -29347.246094
5181 171533.843750 127169.578125 -29137.736328
5182 171786.359375 124777.703125 -28904.589844
5183 172054.421875 122386.890625 -28669.613281
5184 172345.453125 120000.000000 -28430.318359
5185 163635.390625 457530.968750 -52438.218750
