# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
659 79839.296875 264034.125000 -9497.138672
660 80406.250000 261578.718750 -9545.621094
661 81043.468750 259154.078125 -9562.676758
662 81675.859375 256755.406250 -9550.666992
663 82276.531250 254370.765625 -9515.895508
664 82893.835938 251985.718750 -9482.419922
665 83222.695312 249545.203125 -9416.475586
666 83354.335938 247035.609375 -9324.118164
667 83471.179688 244509.609375 -9232.916992
668 83549.515625 242023.921875 -9132.633789
669 83626.554688 239561.343750 -9039.520508
670 83738.437500 237085.406250 -8964.429688
671 83952.812500 234613.593750 -8910.347656
672 85096.140625 232438.671875 -8963.375000
673 86563.210938 230497.109375 -9063.292969
674 87979.609375 228446.156250 -9162.482422
675 89273.601562 226300.265625 -9266.290039
676 90474.171875 224122.843750 -9361.957031
677 91612.148438 221901.890625 -9465.402344
678 92567.421875 219660.343750 -9574.464844
679 93432.648438 217325.921875 -9708.905273
680 94269.187500 214982.937500 -9860.538086
681 95078.367188 212593.796875 -10019.388672
682 95833.187500 210264.281250 -10168.957031
683 96574.953125 207945.593750 -10364.971680
684 97331.640625 205593.171875 -10597.268555
685 98067.187500 203253.281250 -10861.812500
686 98806.632812 200849.625000 -11107.661133
687 99562.921875 198415.046875 -11286.107422
688 100332.335938 195966.468750 -11373.577148
689 101124.820312 193559.656250 -11369.128906
690 101883.804688 191143.750000 -11277.771484
691 102611.296875 188753.656250 -11109.418945
692 103290.351562 186448.671875 -10923.324219
693 103942.312500 184120.671875 -10760.056641
694 104622.859375 181775.078125 -10649.894531
695 105346.250000 179401.093750 -10560.139648
696 106044.429688 177009.843750 -10462.762695
697 106755.578125 174624.625000 -10370.069336
698 107460.093750 172232.546875 -10286.958008
699 108185.437500 169834.375000 -10235.614258
700 108942.960938 167447.906250 -10194.928711
701 109710.695312 165079.500000 -10185.721680
702 110495.843750 162720.281250 -10167.109375
703 111292.953125 160364.640625 -10169.864258
704 112096.273438 158012.593750 -10157.680664
705 112902.648438 155667.171875 -10138.200195
706 113705.906250 153324.015625 -10078.445312
707 114508.250000 150980.484375 -9986.317383
708 115285.210938 148625.796875 -9861.903320
709 116040.015625 146250.062500 -9747.401367
710 116748.773438 143867.265625 -9695.990234
711 117413.546875 141489.203125 -9686.743164
712 118060.453125 139110.328125 -9659.944336
713 118705.085938 136725.781250 -9611.328125
714 119343.921875 134334.984375 -9563.549805
715 119977.570312 131942.531250 -9514.850586
716 120620.992188 129551.023438 -9442.018555
717 121286.226562 127158.148438 -9392.681641
718 121977.070312 124768.968750 -9337.465820
719 122696.437500 122381.015625 -9331.793945
720 123451.000000 120000.000000 -9350.613281
721 65320.730469 457503.593750 -7541.825684
722 65453.429688 460000.000000 -7439.017090
723 65185.085938 455010.312500 -7668.649414
724 65036.058594 452517.968750 -7790.702637
725 64871.382812 450026.437500 -7944.514160
726 64690.007812 447529.656250 -8073.786621
727 64497.726562 445029.406250 -8180.558105
728 64285.054688 442528.875000 -8264.050781
729 64048.320312 440027.750000 -8320.493164
730 63782.253906 437531.375000 -8356.607422
731 63475.187500 435041.812500 -8383.305664
732 63134.628906 432558.218750 -8408.755859
733 62772.867188 430077.156250 -8431.899414
734 62396.406250 427604.156250 -8445.499023
735 62027.578125 425138.156250 -8460.859375
736 61639.535156 422675.968750 -8477.937500
737 61247.527344 420213.937500 -8502.478516
738 60850.058594 417753.406250 -8535.664062
739 60455.519531 415287.093750 -8574.181641
740 60082.000000 412812.750000 -8614.875977
741 59734.593750 410329.781250 -8654.541016
742 59409.398438 407843.468750 -8690.316406
743 59106.312500 405349.031250 -8715.907227
744 58824.304688 402853.843750 -8723.364258
745 58561.347656 400361.500000 -8729.113281
746 58312.582031 397865.031250 -8743.315430
747 58078.015625 395367.468750 -8761.392578
748 57862.070312 392865.875000 -8773.316406
749 57656.972656 390364.375000 -8776.110352
750 57461.765625 387865.125000 -8776.195312
751 57275.558594 385366.312500 -8778.553711
752 57101.617188 382866.593750 -8794.550781
753 56942.171875 380370.250000 -8818.884766
754 56794.082031 377867.281250 -8821.958008
755 56660.187500 375369.593750 -8822.263672
756 56538.000000 372874.937500 -8820.305664
757 56424.382812 370376.562500 -8837.751953
758 56316.257812 367879.625000 -8844.484375
759 56218.343750 365385.750000 -8855.672852
760 56120.789062 362890.000000 -8846.791016
761 56046.738281 360400.312500 -8838.856445
762 55997.789062 357920.156250 -8804.022461
763 55977.843750 355459.218750 -8769.625000
764 55990.285156 353013.531250 -8736.540039
765 56017.968750 350561.562500 -8706.876953
766 56063.589844 348090.437500 -8657.936523
767 56150.964844 345624.812500 -8585.752930
768 56295.515625 343167.656250 -8502.435547
769 56477.285156 340719.312500 -8408.883789
770 56717.042969 338268.562500 -8326.517578
771 57011.617188 335836.062500 -8268.990234
772 57346.988281 333398.625000 -8237.721680
773 57698.847656 330927.687500 -8206.150391
774 58066.656250 328431.218750 -8153.245117
775 58463.078125 325959.125000 -8081.122070
776 58857.250000 323531.281250 -8011.052246
777 59265.664062 321125.562500 -7964.564941
778 59676.898438 318711.187500 -7943.662109
779 60070.398438 316284.937500 -7939.807129
780 60498.003906 313846.500000 -7951.077148
781 60927.125000 311405.218750 -7960.835938
782 61378.605469 308967.312500 -7970.019531
783 61832.988281 306518.968750 -7971.202637
784 62329.179688 304068.218750 -7968.347168
785 62865.183594 301636.718750 -7967.346191
786 63409.242188 299220.625000 -7958.437500
787 63964.128906 296824.437500 -7963.926270
788 64568.234375 294415.218750 -7976.876465
789 65222.574219 291980.343750 -7995.777832
790 66020.593750 289595.625000 -8023.564453
791 67031.953125 287384.468750 -8082.550293
792 68375.960938 285468.968750 -8192.615234
793 69892.125000 283720.468750 -8337.953125
794 71582.429688 281942.750000 -8524.413086
795 73296.773438 280127.031250 -8732.743164
796 74970.117188 278254.250000 -8928.645508
797 76814.585938 276670.250000 -9136.263672
798 78554.382812 275089.468750 -9336.417969
799 80290.406250 273559.000000 -9560.572266
800 81119.382812 271408.156250 -9663.816406
801 81586.781250 268972.906250 -9719.408203
802 82064.968750 266526.187500 -9766.887695
803 82551.281250 264066.812500 -9811.383789
804 83106.492188 261613.640625 -9850.057617
805 83718.804688 259199.828125 -9861.292969
806 84323.304688 256808.296875 -9840.536133
807 84918.984375 254428.609375 -9804.915039
808 85520.507812 252030.843750 -9763.448242
809 85841.148438 249591.796875 -9687.965820
810 85953.484375 247091.406250 -9588.673828
811 86040.023438 244581.937500 -9489.083008
812 86094.632812 242113.218750 -9394.147461
813 86167.109375 239636.796875 -9306.395508
814 86262.875000 237152.093750 -9223.472656
815 86465.023438 234674.046875 -9169.595703
816 87586.460938 232495.218750 -9235.014648
817 89044.171875 230535.843750 -9355.969727
818 90419.203125 228466.656250 -9466.142578
819 91695.773438 226312.390625 -9566.333984
820 92899.132812 224126.781250 -9668.412109
821 94047.945312 221938.109375 -9772.691406
822 94927.218750 219647.515625 -9867.205078
823 95806.507812 217342.296875 -10004.386719
824 96629.593750 214999.875000 -10152.748047
825 97417.046875 212619.671875 -10300.065430
826 98140.281250 210283.046875 -10464.102539
827 98857.695312 207982.718750 -10657.268555
828 99578.867188 205632.078125 -10902.408203
829 100320.523438 203263.765625 -11178.933594
830 101049.257812 200870.046875 -11425.277344
831 101788.015625 198427.093750 -11597.945312
832 102572.140625 195971.312500 -11670.808594
833 103351.078125 193525.609375 -11642.173828
834 104119.570312 191143.453125 -11511.194336
835 104797.859375 188797.000000 -11329.583008
836 105454.429688 186497.046875 -11151.682617
837 106090.593750 184150.796875 -10993.435547
838 106763.976562 181795.437500 -10875.431641
839 107457.976562 179422.265625 -10777.892578
840 108139.640625 177039.937500 -10677.203125
841 108825.765625 174652.390625 -10598.162109
842 109521.656250 172255.968750 -10532.167969
843 110241.078125 169854.828125 -10485.330078
844 110980.140625 167465.250000 -10464.302734
845 111736.156250 165095.468750 -10448.197266
846 112507.578125 162734.765625 -10431.432617
847 113277.242188 160377.546875 -10437.418945
848 114051.453125 158023.562500 -10417.917969
849 114829.562500 155676.343750 -10403.488281
850 115603.101562 153330.484375 -10354.134766
851 116371.257812 150986.390625 -10269.358398
852 117115.367188 148626.468750 -10164.436523
853 117825.523438 146246.421875 -10082.941406
854 118505.320312 143866.234375 -10032.772461
855 119141.078125 141492.406250 -10021.451172
856 119762.867188 139111.671875 -9992.780273
857 120383.812500 136729.140625 -9918.752930
858 121009.906250 134338.359375 -9855.563477
859 121650.781250 131945.328125 -9790.574219
860 122299.570312 129553.992188 -9717.764648
861 122970.609375 127160.929688 -9666.232422
862 123662.835938 124769.539062 -9640.155273
863 124374.218750 122381.593750 -9637.733398
864 125115.460938 120000.000000 -9684.653320
865 68942.312500 457507.593750 -7902.440430
866 69084.953125 460000.000000 -7777.476074
867 68792.515625 455022.250000 -8078.127930
868 68628.312500 452538.437500 -8262.606445
869 68453.304688 450049.250000 -8458.791016
870 68271.750000 447543.968750 -8606.650391
871 68083.648438 445036.156250 -8696.666992
872 67867.414062 442533.250000 -8756.860352
873 67628.820312 440032.156250 -8796.794922
874 67359.476562 437536.531250 -8820.720703
875 67050.859375 435047.656250 -8839.850586
876 66706.562500 432565.781250 -8858.499023
877 66340.015625 430085.750000 -8873.054688
878 65958.773438 427614.250000 -8884.462891
879 65585.968750 425148.468750 -8897.171875
880 65191.445312 422689.406250 -8916.238281
881 64789.847656 420234.968750 -8945.847656
882 64384.671875 417780.687500 -9003.609375
883 63988.621094 415312.625000 -9074.273438
884 63608.039062 412830.500000 -9129.963867
885 63261.593750 410342.781250 -9167.242188
886 62935.042969 407862.781250 -9205.179688
887 62621.542969 405366.250000 -9239.962891
888 62327.000000 402867.343750 -9261.011719
889 62061.117188 400370.468750 -9267.664062
890 61815.554688 397870.906250 -9272.118164
891 61586.125000 395372.687500 -9274.224609
892 61372.265625 392870.750000 -9271.917969
893 61160.867188 390367.312500 -9254.791016
894 60965.441406 387867.687500 -9231.178711
895 60780.429688 385368.281250 -9207.911133
896 60605.675781 382870.718750 -9205.287109
897 60443.796875 380373.656250 -9200.347656
898 60291.878906 377872.406250 -9187.276367
899 60155.367188 375372.437500 -9153.671875
900 60027.710938 372880.781250 -9123.797852
901 59909.468750 370385.875000 -9112.531250
902 59793.894531 367894.531250 -9121.222656
903 59684.257812 365408.468750 -9141.158203
904 59585.156250 362913.562500 -9150.349609
905 59506.550781 360418.031250 -9134.714844
906 59445.222656 357943.281250 -9089.700195
907 59405.847656 355492.718750 -9036.399414
908 59384.320312 353063.968750 -9003.682617
909 59388.355469 350627.906250 -8979.206055
910 59424.925781 348176.125000 -8944.715820
911 59502.878906 345717.843750 -8888.666992
912 59628.046875 343277.843750 -8817.647461
913 59790.113281 340825.187500 -8739.536133
914 60022.148438 338368.031250 -8660.265625
915 60312.726562 335923.250000 -8586.403320
916 60644.066406 333501.406250 -8538.968750
917 61002.148438 331046.093750 -8504.188477
918 61369.875000 328569.687500 -8459.571289
919 61728.976562 326105.187500 -8401.439453
920 62106.679688 323673.656250 -8347.489258
921 62494.707031 321277.281250 -8321.480469
922 62882.304688 318870.375000 -8325.605469
923 63277.132812 316435.281250 -8340.729492
924 63668.742188 313986.625000 -8355.654297
925 64086.332031 311540.281250 -8366.206055
926 64561.656250 309099.093750 -8379.910156
927 65026.855469 306650.437500 -8383.992188
928 65534.375000 304189.812500 -8376.300781
929 66058.054688 301744.250000 -8352.554688
930 66581.132812 299339.906250 -8332.994141
931 67130.281250 296954.125000 -8331.643555
932 67691.335938 294553.687500 -8338.551758
933 68323.093750 292112.812500 -8357.915039
934 69128.101562 289715.750000 -8388.406250
935 70121.062500 287505.187500 -8441.310547
936 71446.351562 285570.312500 -8548.571289
937 72920.679688 283810.156250 -8694.015625
938 74545.046875 282017.156250 -8869.634766
939 76238.937500 280201.218750 -9073.383789
940 77827.195312 278311.281250 -9258.434570
941 79607.929688 276722.906250 -9481.461914
942 81332.218750 275156.656250 -9704.726562
943 83056.093750 273602.406250 -9940.756836
944 83863.062500 271442.156250 -10033.864258
945 84308.414062 269009.125000 -10071.540039
946 84791.140625 266573.093750 -10111.574219
947 85268.031250 264108.562500 -10149.395508
948 85800.820312 261655.656250 -10173.158203
949 86382.101562 259243.906250 -10176.225586
950 86978.890625 256852.187500 -10153.081055
951 87576.867188 254462.656250 -10113.238281
952 88147.804688 252081.484375 -10064.760742
953 88447.179688 249648.531250 -9985.789062
954 88530.640625 247163.421875 -9880.915039
955 88592.968750 244665.078125 -9786.153320
956 88642.750000 242195.265625 -9696.708008
957 88697.937500 239717.375000 -9610.033203
958 88782.625000 237227.312500 -9536.804688
959 88968.742188 234741.406250 -9478.756836
960 90083.101562 232550.484375 -9558.069336
961 91517.351562 230567.421875 -9692.838867
962 92872.062500 228495.734375 -9814.383789
963 94133.648438 226328.328125 -9919.813477
964 95359.500000 224167.640625 -10027.240234
965 96433.312500 221927.484375 -10115.960938
966 97302.171875 219658.109375 -10209.940430
967 98144.570312 217344.484375 -10323.949219
968 98963.226562 215008.718750 -10461.801758
969 99711.375000 212643.078125 -10613.150391
970 100417.085938 210329.796875 -10773.898438
971 101107.335938 208016.531250 -10983.901367
972 101824.031250 205636.062500 -11240.785156
973 102558.679688 203275.000000 -11508.111328
974 103266.554688 200872.328125 -11739.627930
975 104027.960938 198424.625000 -11912.246094
976 104800.835938 195932.109375 -11957.573242
977 105581.367188 193514.171875 -11896.440430
978 106299.062500 191158.859375 -11747.821289
979 106949.789062 188842.296875 -11572.059570
980 107600.437500 186540.109375 -11404.047852
981 108236.109375 184186.562500 -11255.344727
982 108876.414062 181826.828125 -11125.553711
983 109554.343750 179449.468750 -11019.438477
984 110226.625000 177067.843750 -10931.557617
985 110904.460938 174678.109375 -10855.927734
986 111586.015625 172277.656250 -10803.301758
987 112292.882812 169873.375000 -10775.860352
988 113017.562500 167481.921875 -10760.566406
989 113749.664062 165110.937500 -10745.040039
990 114492.492188 162750.156250 -10725.482422
991 115235.648438 160390.218750 -10716.566406
992 115981.929688 158034.984375 -10699.990234
993 116728.429688 155684.140625 -10690.273438
994 117463.695312 153336.390625 -10652.921875
995 118201.726562 150988.171875 -10581.097656
996 118907.984375 148623.859375 -10501.270508
997 119586.601562 146243.656250 -10433.734375
998 120237.117188 143866.984375 -10397.969727
999 120844.156250 141490.515625 -10384.751953
1000 121454.484375 139114.687500 -10331.460938
1001 122085.734375 136733.437500 -10245.063477
1002 122719.851562 134342.250000 -10163.961914
1003 123364.968750 131949.546875 -10095.302734
1004 124020.414062 129557.421875 -10019.907227
1005 124683.054688 127162.867188 -9975.123047
1006 125361.679688 124769.273438 -9986.195312
1007 126057.757812 122381.609375 -9989.687500
1008 126774.601562 120000.000000 -10043.982422
1009 72559.750000 457514.218750 -8315.370117
1010 72713.859375 460000.000000 -8143.288574
1011 72402.648438 455033.406250 -8522.326172
1012 72239.960938 452551.875000 -8731.943359
1013 72072.921875 450053.812500 -8917.940430
1014 71889.554688 447547.375000 -9045.088867
1015 71688.640625 445044.437500 -9137.246094
1016 71453.539062 442543.593750 -9207.596680
1017 71199.484375 440040.968750 -9249.470703
