"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2"
4523,1.597e+05,1.5332e+05,-24499
4524,1.5991e+05,1.5088e+05,-24636
4525,1.6011e+05,1.4848e+05,-24823
4526,1.603e+05,1.4616e+05,-24988
4527,1.6047e+05,1.4383e+05,-25087
4528,1.6066e+05,1.4148e+05,-25133
4529,1.6086e+05,1.3911e+05,-25125
4530,1.6108e+05,1.3673e+05,-25089
4531,1.6132e+05,1.3434e+05,-25018
4532,1.6157e+05,1.3195e+05,-24919
4533,1.6184e+05,1.2956e+05,-24800
4534,1.6213e+05,1.2716e+05,-24655
4535,1.6243e+05,1.2477e+05,-24505
4536,1.6275e+05,1.2238e+05,-24338
174,1.6309e+05,1.2e+05,-24172
4537,1.4757e+05,4.5758e+05,-37715
383,1.4797e+05,4.6e+05,-37543
4538,1.4715e+05,4.5518e+05,-37958
4539,1.4677e+05,4.5276e+05,-38190
4540,1.4641e+05,4.5036e+05,-38462
4541,1.4606e+05,4.4791e+05,-38769
4542,1.4575e+05,4.4538e+05,-39043
4543,1.4549e+05,4.4277e+05,-39175
4544,1.4526e+05,4.4011e+05,-39129
4545,1.4503e+05,4.3761e+05,-38970
4546,1.4476e+05,4.352e+05,-38827
4547,1.4442e+05,4.3284e+05,-38769
4548,1.44e+05,4.3043e+05,-38761
4549,1.4349e+05,4.279e+05,-38726
4550,1.4306e+05,4.2525e+05,-38531
4551,1.4275e+05,4.2266e+05,-38247
4552,1.4253e+05,4.2019e+05,-37952
4553,1.423e+05,4.1779e+05,-37692
4554,1.4204e+05,4.1534e+05,-37463
4555,1.418e+05,4.1284e+05,-37248
4556,1.4164e+05,4.1034e+05,-37020
4557,1.415e+05,4.0785e+05,-36804
4558,1.4136e+05,4.0537e+05,-36585
4559,1.4123e+05,4.0288e+05,-36348
4560,1.4112e+05,4.0039e+05,-36106
4561,1.4102e+05,3.9792e+05,-35864
4562,1.4092e+05,3.9544e+05,-35646
4563,1.408e+05,3.9296e+05,-35458
4564,1.4068e+05,3.9048e+05,-35250
4565,1.4063e+05,3.8803e+05,-34946
4566,1.4067e+05,3.8566e+05,-34494
4567,1.4078e+05,3.833e+05,-33950
4568,1.4092e+05,3.8093e+05,-33411
4569,1.4107e+05,3.7854e+05,-32880
4570,1.4117e+05,3.7624e+05,-32351
4571,1.4125e+05,3.7398e+05,-31728
4572,1.4135e+05,3.718e+05,-31058
4573,1.4146e+05,3.697e+05,-30326
4574,1.4166e+05,3.6755e+05,-29549
4575,1.4213e+05,3.652e+05,-28814
4576,1.4272e+05,3.624e+05,-28227
4577,1.4293e+05,3.5914e+05,-27792
4578,1.4261e+05,3.5604e+05,-27441
4579,1.4195e+05,3.5352e+05,-27201
4580,1.413e+05,3.5147e+05,-26906
4581,1.4075e+05,3.4963e+05,-26531
4582,1.4027e+05,3.4769e+05,-26055
4583,1.3977e+05,3.4551e+05,-25592
4584,1.3928e+05,3.4326e+05,-25217
4585,1.3881e+05,3.4109e+05,-25000
4586,1.3851e+05,3.3896e+05,-24828
4587,1.3846e+05,3.3679e+05,-24493
4588,1.3855e+05,3.3458e+05,-24005
4589,1.3867e+05,3.3221e+05,-23438
4590,1.388e+05,3.2959e+05,-23030
4591,1.3883e+05,3.2693e+05,-22961
4592,1.3882e+05,3.2451e+05,-23079
4593,1.3882e+05,3.2223e+05,-23134
4594,1.3886e+05,3.1994e+05,-22999
4595,1.3899e+05,3.1764e+05,-22711
4596,1.3914e+05,3.1528e+05,-22379
4597,1.3927e+05,3.1288e+05,-22070
4598,1.393e+05,3.1047e+05,-21783
4599,1.3939e+05,3.0814e+05,-21510
4600,1.3951e+05,3.0586e+05,-21145
4601,1.3965e+05,3.0363e+05,-20691
4602,1.3984e+05,3.0137e+05,-20165
4603,1.4031e+05,2.9897e+05,-19684
4604,1.4087e+05,2.9639e+05,-19277
4605,1.4162e+05,2.9371e+05,-19135
4606,1.4241e+05,2.9105e+05,-19339
4607,1.4318e+05,2.8868e+05,-19780
4608,1.4381e+05,2.8661e+05,-20200
4609,1.4439e+05,2.8456e+05,-20589
4610,1.4498e+05,2.8246e+05,-21017
4611,1.4551e+05,2.803e+05,-21530
4612,1.4611e+05,2.784e+05,-22168
4613,1.4669e+05,2.7665e+05,-22772
4614,1.473e+05,2.7499e+05,-23290
4615,1.4742e+05,2.7296e+05,-23614
4616,1.4745e+05,2.7065e+05,-23716
4617,1.4756e+05,2.6826e+05,-23719
4618,1.4767e+05,2.6588e+05,-23664
4619,1.4781e+05,2.6352e+05,-23563
4620,1.4799e+05,2.6121e+05,-23423
4621,1.4818e+05,2.5888e+05,-23230
4622,1.4839e+05,2.5654e+05,-23008
4623,1.4861e+05,2.5416e+05,-22810
4624,1.4867e+05,2.5174e+05,-22613
4625,1.4863e+05,2.4927e+05,-22387
4626,1.4859e+05,2.468e+05,-22145
4627,1.4857e+05,2.4435e+05,-21868
4628,1.4855e+05,2.4187e+05,-21613
4629,1.4853e+05,2.3938e+05,-21443
4630,1.4858e+05,2.3688e+05,-21345
4631,1.4913e+05,2.3456e+05,-21479
4632,1.4987e+05,2.3238e+05,-21748
4633,1.5054e+05,2.3019e+05,-21984
4634,1.5118e+05,2.2796e+05,-22124
4635,1.5176e+05,2.2571e+05,-22152
4636,1.5233e+05,2.2337e+05,-22103
4637,1.5286e+05,2.2089e+05,-22092
4638,1.5339e+05,2.1815e+05,-22271
4639,1.5374e+05,2.1548e+05,-22747
4640,1.5392e+05,2.1298e+05,-23321
4641,1.5405e+05,2.1062e+05,-23870
4642,1.5421e+05,2.0831e+05,-24366
4643,1.5441e+05,2.0595e+05,-24806
4644,1.5466e+05,2.0365e+05,-25135
4645,1.5496e+05,2.0133e+05,-25369
4646,1.553e+05,1.99e+05,-25514
4647,1.5565e+05,1.9668e+05,-25604
4648,1.5598e+05,1.9431e+05,-25668
4649,1.5632e+05,1.9195e+05,-25714
4650,1.5662e+05,1.8954e+05,-25751
4651,1.5693e+05,1.8712e+05,-25795
4652,1.5723e+05,1.8468e+05,-25850
4653,1.5755e+05,1.8225e+05,-25906
4654,1.5785e+05,1.7981e+05,-25960
4655,1.5811e+05,1.7737e+05,-26016
4656,1.5834e+05,1.7499e+05,-26031
4657,1.586e+05,1.7268e+05,-25992
4658,1.5893e+05,1.7035e+05,-25868
4659,1.593e+05,1.68e+05,-25706
4660,1.5971e+05,1.6561e+05,-25553
4661,1.6012e+05,1.6319e+05,-25438
4662,1.6051e+05,1.6075e+05,-25338
4663,1.6088e+05,1.5829e+05,-25297
4664,1.6118e+05,1.5582e+05,-25298
4665,1.6142e+05,1.5333e+05,-25369
4666,1.6164e+05,1.5087e+05,-25496
4667,1.6182e+05,1.4846e+05,-25704
4668,1.6196e+05,1.4617e+05,-25859
4669,1.6212e+05,1.4384e+05,-25941
4670,1.6229e+05,1.4148e+05,-25956
4671,1.6248e+05,1.3911e+05,-25931
4672,1.6269e+05,1.3673e+05,-25871
4673,1.6292e+05,1.3434e+05,-25788
4674,1.6316e+05,1.3195e+05,-25678
4675,1.6341e+05,1.2956e+05,-25547
4676,1.6368e+05,1.2716e+05,-25390
4677,1.6398e+05,1.2477e+05,-25225
4678,1.6429e+05,1.2238e+05,-25062
175,1.6464e+05,1.2e+05,-24880
4679,1.5034e+05,4.5757e+05,-40030
384,1.5076e+05,4.6e+05,-39893
4680,1.4998e+05,4.5512e+05,-40130
4681,1.4964e+05,4.5267e+05,-40277
4682,1.4934e+05,4.5022e+05,-40395
4683,1.4905e+05,4.4776e+05,-40549
4684,1.4876e+05,4.4526e+05,-40683
4685,1.4851e+05,4.4271e+05,-40717
4686,1.4825e+05,4.4014e+05,-40646
4687,1.4801e+05,4.3763e+05,-40501
4688,1.4779e+05,4.3518e+05,-40360
4689,1.4751e+05,4.328e+05,-40295
4690,1.4715e+05,4.3041e+05,-40304
4691,1.4673e+05,4.2795e+05,-40381
4692,1.463e+05,4.2535e+05,-40342
4693,1.4596e+05,4.2269e+05,-40130
4694,1.4572e+05,4.2019e+05,-39801
4695,1.4549e+05,4.178e+05,-39535
4696,1.4523e+05,4.1535e+05,-39324
4697,1.4499e+05,4.1284e+05,-39099
4698,1.4481e+05,4.1033e+05,-38848
4699,1.4464e+05,4.0787e+05,-38594
4700,1.4448e+05,4.054e+05,-38364
4701,1.4433e+05,4.0292e+05,-38156
4702,1.4417e+05,4.0043e+05,-37951
4703,1.4404e+05,3.9794e+05,-37751
4704,1.4393e+05,3.9546e+05,-37553
4705,1.4382e+05,3.9297e+05,-37358
4706,1.4369e+05,3.905e+05,-37167
4707,1.4363e+05,3.8805e+05,-36869
4708,1.4365e+05,3.8565e+05,-36434
4709,1.4374e+05,3.8327e+05,-35930
4710,1.4381e+05,3.8086e+05,-35444
4711,1.4389e+05,3.7846e+05,-34987
4712,1.44e+05,3.7616e+05,-34488
4713,1.4416e+05,3.7394e+05,-33944
4714,1.4436e+05,3.7171e+05,-33317
4715,1.4463e+05,3.6945e+05,-32702
4716,1.45e+05,3.6711e+05,-32063
4717,1.4535e+05,3.6448e+05,-31507
4718,1.4554e+05,3.6169e+05,-31030
4719,1.4547e+05,3.5887e+05,-30594
4720,1.451e+05,3.5615e+05,-30131
4721,1.4441e+05,3.5371e+05,-29660
4722,1.4374e+05,3.5171e+05,-29230
4723,1.432e+05,3.4975e+05,-28790
4724,1.4274e+05,3.4784e+05,-28303
4725,1.4236e+05,3.4577e+05,-27765
4726,1.4199e+05,3.4357e+05,-27299
4727,1.4167e+05,3.4135e+05,-26923
4728,1.4151e+05,3.3917e+05,-26538
4729,1.4152e+05,3.37e+05,-26139
4730,1.4171e+05,3.3483e+05,-25605
4731,1.42e+05,3.3246e+05,-25022
4732,1.4229e+05,3.298e+05,-24563
4733,1.4234e+05,3.271e+05,-24522
4734,1.4229e+05,3.2472e+05,-24552
4735,1.4225e+05,3.2244e+05,-24473
4736,1.4228e+05,3.2016e+05,-24208
4737,1.4239e+05,3.1783e+05,-23970
4738,1.4255e+05,3.1552e+05,-23705
4739,1.4271e+05,3.1326e+05,-23307
4740,1.4291e+05,3.1099e+05,-22870
4741,1.4302e+05,3.0871e+05,-22344
4742,1.4301e+05,3.0646e+05,-21851
4743,1.4309e+05,3.0424e+05,-21163
4744,1.434e+05,3.0182e+05,-20553
4745,1.4395e+05,2.9913e+05,-20161
4746,1.4447e+05,2.9617e+05,-20039
4747,1.4502e+05,2.9335e+05,-20355
4748,1.4549e+05,2.9091e+05,-20715
4749,1.4606e+05,2.8882e+05,-21128
4750,1.466e+05,2.8686e+05,-21493
4751,1.4717e+05,2.8482e+05,-21860
4752,1.4775e+05,2.8267e+05,-22207
4753,1.4819e+05,2.8045e+05,-22621
4754,1.4874e+05,2.7855e+05,-23164
4755,1.4923e+05,2.7678e+05,-23660
4756,1.498e+05,2.7506e+05,-24056
4757,1.4994e+05,2.7302e+05,-24260
4758,1.4996e+05,2.7071e+05,-24324
4759,1.5004e+05,2.6832e+05,-24351
4760,1.5013e+05,2.6596e+05,-24314
4761,1.5025e+05,2.6364e+05,-24233
4762,1.5042e+05,2.6134e+05,-24066
4763,1.506e+05,2.5903e+05,-23866
4764,1.508e+05,2.5668e+05,-23656
4765,1.51e+05,2.5429e+05,-23461
4766,1.5105e+05,2.5186e+05,-23268
4767,1.5099e+05,2.4939e+05,-23064
4768,1.5095e+05,2.4693e+05,-22836
4769,1.5092e+05,2.4449e+05,-22577
4770,1.5088e+05,2.42e+05,-22305
4771,1.5086e+05,2.3947e+05,-22127
4772,1.5089e+05,2.3695e+05,-22084
4773,1.5141e+05,2.346e+05,-22266
4774,1.5207e+05,2.3241e+05,-22545
4775,1.527e+05,2.3024e+05,-22746
4776,1.5328e+05,2.2801e+05,-22844
4777,1.5388e+05,2.2574e+05,-22867
4778,1.5453e+05,2.234e+05,-22886
4779,1.5515e+05,2.2085e+05,-22973
4780,1.5566e+05,2.181e+05,-23343
4781,1.5596e+05,2.155e+05,-23853
4782,1.5609e+05,2.1304e+05,-24360
4783,1.5618e+05,2.1069e+05,-24830
4784,1.563e+05,2.0833e+05,-25244
4785,1.565e+05,2.0597e+05,-25631
4786,1.5672e+05,2.0365e+05,-25939
4787,1.5699e+05,2.0134e+05,-26172
4788,1.5731e+05,1.99e+05,-26332
4789,1.5764e+05,1.9668e+05,-26463
4790,1.5798e+05,1.9432e+05,-26554
4791,1.583e+05,1.9195e+05,-26626
4792,1.5861e+05,1.8956e+05,-26677
4793,1.5889e+05,1.8713e+05,-26729
4794,1.5917e+05,1.8469e+05,-26781
4795,1.5944e+05,1.8227e+05,-26827
4796,1.5971e+05,1.7983e+05,-26867
4797,1.5996e+05,1.7741e+05,-26896
4798,1.6019e+05,1.7506e+05,-26888
4799,1.6045e+05,1.7273e+05,-26802
4800,1.6078e+05,1.7039e+05,-26678
4801,1.6115e+05,1.6801e+05,-26523
4802,1.6153e+05,1.6561e+05,-26386
4803,1.6192e+05,1.6318e+05,-26279
4804,1.6229e+05,1.6073e+05,-26207
4805,1.6262e+05,1.5829e+05,-26171
4806,1.6292e+05,1.5581e+05,-26187
4807,1.6316e+05,1.5333e+05,-26258
4808,1.6335e+05,1.5085e+05,-26404
4809,1.6348e+05,1.4846e+05,-26611
4810,1.636e+05,1.4618e+05,-26734
4811,1.6374e+05,1.4385e+05,-26793
4812,1.6391e+05,1.4149e+05,-26786
4813,1.6409e+05,1.3912e+05,-26741
4814,1.6429e+05,1.3673e+05,-26664
4815,1.6451e+05,1.3434e+05,-26572
4816,1.6475e+05,1.3195e+05,-26446
4817,1.65e+05,1.2956e+05,-26309
4818,1.6527e+05,1.2717e+05,-26141
4819,1.6555e+05,1.2477e+05,-25965
4820,1.6585e+05,1.2239e+05,-25774
176,1.6618e+05,1.2e+05,-25588
4821,1.5296e+05,4.5757e+05,-42526
385,1.5341e+05,4.6e+05,-42400
4822,1.526e+05,4.551e+05,-42572
4823,1.5234e+05,4.5261e+05,-42565
4824,1.5214e+05,4.5013e+05,-42546
4825,1.519e+05,4.4765e+05,-42542
4826,1.5166e+05,4.4517e+05,-42557
4827,1.5142e+05,4.4266e+05,-42546
4828,1.512e+05,4.4014e+05,-42455
4829,1.51e+05,4.3764e+05,-42293
4830,1.5078e+05,4.3515e+05,-42110
4831,1.5057e+05,4.327e+05,-41918
4832,1.503e+05,4.3027e+05,-41843
4833,1.4996e+05,4.2785e+05,-41859
4834,1.496e+05,4.2536e+05,-41876
4835,1.4921e+05,4.2279e+05,-41760
4836,1.489e+05,4.2025e+05,-41483
4837,1.4866e+05,4.1782e+05,-41210
4838,1.4839e+05,4.1537e+05,-41007
4839,1.4815e+05,4.1288e+05,-40794
4840,1.4794e+05,4.1038e+05,-40565
4841,1.4775e+05,4.0792e+05,-40327
4842,1.4758e+05,4.0544e+05,-40125
4843,1.4739e+05,4.0296e+05,-39980
4844,1.4723e+05,4.0046e+05,-39831
4845,1.4707e+05,3.9796e+05,-39684
4846,1.4694e+05,3.9547e+05,-39514
4847,1.4683e+05,3.9299e+05,-39323
4848,1.4672e+05,3.9052e+05,-39110
4849,1.4666e+05,3.8807e+05,-38813
4850,1.4667e+05,3.8567e+05,-38423
4851,1.4672e+05,3.8324e+05,-38016
4852,1.4677e+05,3.8082e+05,-37584
4853,1.4681e+05,3.7841e+05,-37143
4854,1.4687e+05,3.7605e+05,-36695
4855,1.4701e+05,3.7378e+05,-36233
4856,1.472e+05,3.7148e+05,-35727
4857,1.4747e+05,3.6918e+05,-35176
4858,1.4772e+05,3.6671e+05,-34641
4859,1.4787e+05,3.6413e+05,-34093
4860,1.4788e+05,3.6149e+05,-33601
4861,1.4773e+05,3.5893e+05,-33107
4862,1.4733e+05,3.5642e+05,-32556
4863,1.4681e+05,3.5412e+05,-32016
4864,1.4619e+05,3.5197e+05,-31488
4865,1.4568e+05,3.4996e+05,-30991
4866,1.4527e+05,3.4801e+05,-30450
4867,1.4496e+05,3.4595e+05,-29885
4868,1.4473e+05,3.4379e+05,-29315
4869,1.4452e+05,3.4156e+05,-28833
4870,1.4438e+05,3.393e+05,-28428
4871,1.4443e+05,3.371e+05,-27993
4872,1.4463e+05,3.3489e+05,-27520
4873,1.4495e+05,3.325e+05,-27032
4874,1.4521e+05,3.2988e+05,-26706
4875,1.4522e+05,3.273e+05,-26577
4876,1.4519e+05,3.2496e+05,-26412
4877,1.4515e+05,3.2268e+05,-26183
4878,1.4517e+05,3.2036e+05,-25899
4879,1.4527e+05,3.1798e+05,-25608
4880,1.454e+05,3.1567e+05,-25339
4881,1.4563e+05,3.1343e+05,-25023
4882,1.4591e+05,3.1125e+05,-24614
4883,1.4623e+05,3.0912e+05,-24103
4884,1.4651e+05,3.0702e+05,-23461
4885,1.4684e+05,3.0478e+05,-22710
4886,1.4731e+05,3.0214e+05,-22032
4887,1.4782e+05,2.9913e+05,-21683
4888,1.4813e+05,2.9613e+05,-21721
4889,1.4824e+05,2.9337e+05,-21967
4890,1.4843e+05,2.9105e+05,-22293
4891,1.4886e+05,2.8907e+05,-22645
4892,1.4933e+05,2.8714e+05,-22951
4893,1.4992e+05,2.8512e+05,-23225
4894,1.5044e+05,2.8296e+05,-23497
4895,1.5084e+05,2.8073e+05,-23831
4896,1.5134e+05,2.7882e+05,-24204
4897,1.5187e+05,2.7699e+05,-24542
4898,1.5241e+05,2.7524e+05,-24871
4899,1.5251e+05,2.7314e+05,-24971
4900,1.525e+05,2.7079e+05,-24994
4901,1.5254e+05,2.6841e+05,-25000
4902,1.526e+05,2.6607e+05,-24947
4903,1.5269e+05,2.6377e+05,-24859
4904,1.5285e+05,2.6149e+05,-24697
4905,1.5303e+05,2.5917e+05,-24512
4906,1.532e+05,2.5681e+05,-24311
4907,1.5339e+05,2.5443e+05,-24131
4908,1.5341e+05,2.52e+05,-23926
4909,1.5333e+05,2.4953e+05,-23708
4910,1.5327e+05,2.4707e+05,-23483
4911,1.5322e+05,2.4464e+05,-23224
4912,1.5319e+05,2.4215e+05,-22937
4913,1.5315e+05,2.3958e+05,-22742
4914,1.5316e+05,2.37e+05,-22692
4915,1.5362e+05,2.3462e+05,-22899
4916,1.542e+05,2.3244e+05,-23146
4917,1.5479e+05,2.3026e+05,-23322
4918,1.5544e+05,2.2802e+05,-23446
4919,1.5613e+05,2.257e+05,-23574
4920,1.5681e+05,2.2331e+05,-23807
4921,1.5743e+05,2.2074e+05,-24088
4922,1.5786e+05,2.1806e+05,-24527
4923,1.5805e+05,2.1556e+05,-25020
4924,1.5816e+05,2.1314e+05,-25465
4925,1.5827e+05,2.1081e+05,-25857
4926,1.5839e+05,2.0842e+05,-26202
4927,1.5857e+05,2.0602e+05,-26498
4928,1.5879e+05,2.0366e+05,-26797
4929,1.5904e+05,2.0134e+05,-27022
4930,1.5933e+05,1.9899e+05,-27212
4931,1.5966e+05,1.9667e+05,-27363
4932,1.5997e+05,1.9432e+05,-27490
4933,1.6028e+05,1.9196e+05,-27589
4934,1.6056e+05,1.8957e+05,-27638
4935,1.6082e+05,1.8716e+05,-27689
4936,1.6107e+05,1.8471e+05,-27719
4937,1.6131e+05,1.8231e+05,-27743
4938,1.6157e+05,1.7988e+05,-27755
4939,1.6179e+05,1.7747e+05,-27753
4940,1.6204e+05,1.7511e+05,-27718
4941,1.6231e+05,1.7277e+05,-27622
4942,1.6264e+05,1.7042e+05,-27503
4943,1.63e+05,1.6801e+05,-27362
4944,1.6336e+05,1.6561e+05,-27234
4945,1.6371e+05,1.6316e+05,-27137
4946,1.6403e+05,1.6071e+05,-27070
4947,1.6436e+05,1.5826e+05,-27056
4948,1.6463e+05,1.558e+05,-27083
4949,1.6487e+05,1.5331e+05,-27193
4950,1.6503e+05,1.5084e+05,-27342
4951,1.651e+05,1.4848e+05,-27501
4952,1.652e+05,1.4618e+05,-27594
4953,1.6534e+05,1.4386e+05,-27627
4954,1.655e+05,1.415e+05,-27611
4955,1.6568e+05,1.3912e+05,-27550
4956,1.6588e+05,1.3674e+05,-27464
4957,1.6609e+05,1.3435e+05,-27350
4958,1.6632e+05,1.3195e+05,-27210
4959,1.6656e+05,1.2956e+05,-27045
4960,1.6681e+05,1.2717e+05,-26879
4961,1.671e+05,1.2478e+05,-26687
4962,1.6739e+05,1.2238e+05,-26514
177,1.6772e+05,1.2e+05,-26297
4963,1.5551e+05,4.5758e+05,-45120
386,1.5598e+05,4.6e+05,-44985
4964,1.5518e+05,4.5508e+05,-45124
4965,1.5496e+05,4.5257e+05,-45065
4966,1.5484e+05,4.5009e+05,-44918
4967,1.5468e+05,4.476e+05,-44790
4968,1.545e+05,4.4512e+05,-44681
4969,1.5432e+05,4.4263e+05,-44550
4970,1.5414e+05,4.4013e+05,-44386
4971,1.5397e+05,4.3764e+05,-44179
4972,1.5378e+05,4.3516e+05,-43928
4973,1.5362e+05,4.3269e+05,-43601
4974,1.5338e+05,4.3023e+05,-43342
4975,1.531e+05,4.2776e+05,-43159
4976,1.5276e+05,4.2531e+05,-43131
4977,1.5239e+05,4.2284e+05,-43102
4978,1.5204e+05,4.2034e+05,-43012
4979,1.5176e+05,4.1788e+05,-42793
4980,1.5149e+05,4.154e+05,-42610
4981,1.5124e+05,4.1292e+05,-42420
4982,1.5103e+05,4.1043e+05,-42224
4983,1.5084e+05,4.0795e+05,-42035
4984,1.5065e+05,4.0546e+05,-41889
4985,1.5045e+05,4.0297e+05,-41791
4986,1.5026e+05,4.0047e+05,-41701
4987,1.5009e+05,3.9798e+05,-41601
4988,1.4995e+05,3.9549e+05,-41461
4989,1.4983e+05,3.9301e+05,-41290
4990,1.4973e+05,3.9054e+05,-41088
4991,1.4966e+05,3.8809e+05,-40836
4992,1.4963e+05,3.8565e+05,-40529
4993,1.4965e+05,3.8323e+05,-40181
4994,1.4966e+05,3.8082e+05,-39792
4995,1.4967e+05,3.784e+05,-39371
4996,1.4971e+05,3.7601e+05,-38948
4997,1.4978e+05,3.7364e+05,-38509
4998,1.4989e+05,3.7129e+05,-38078
4999,1.5004e+05,3.6896e+05,-37603
5000,1.5016e+05,3.6653e+05,-37066
5001,1.5024e+05,3.6403e+05,-36540
5002,1.5017e+05,3.6151e+05,-35996
5003,1.4999e+05,3.5904e+05,-35476
5004,1.4971e+05,3.567e+05,-34891
5005,1.4926e+05,3.544e+05,-34263
5006,1.4874e+05,3.5226e+05,-33676
5007,1.4828e+05,3.5019e+05,-33093
5008,1.4792e+05,3.4813e+05,-32523
5009,1.4765e+05,3.4608e+05,-31949
5010,1.4745e+05,3.4395e+05,-31364
5011,1.4728e+05,3.4169e+05,-30824
5012,1.4716e+05,3.3944e+05,-30367
5013,1.4716e+05,3.3717e+05,-29951
5014,1.4733e+05,3.3492e+05,-29503
5015,1.4754e+05,3.3253e+05,-29093
5016,1.4771e+05,3.3003e+05,-28756
5017,1.4781e+05,3.2757e+05,-28496
5018,1.4782e+05,3.2525e+05,-28238
5019,1.4784e+05,3.2296e+05,-27868
5020,1.4794e+05,3.2057e+05,-27490
5021,1.4801e+05,3.1815e+05,-27155
5022,1.4813e+05,3.1578e+05,-26903
5023,1.4831e+05,3.1356e+05,-26631
5024,1.4861e+05,3.1134e+05,-26250
5025,1.4896e+05,3.0926e+05,-25833
5026,1.4942e+05,3.0722e+05,-25287
5027,1.4998e+05,3.0495e+05,-24683
5028,1.5052e+05,3.0231e+05,-24050
5029,1.5083e+05,2.9918e+05,-23658
5030,1.5092e+05,2.9625e+05,-23618
5031,1.51e+05,2.9367e+05,-23763
5032,1.5117e+05,2.9138e+05,-23968
5033,1.515e+05,2.8934e+05,-24223
5034,1.5198e+05,2.8742e+05,-24429
5035,1.5254e+05,2.8537e+05,-24658
5036,1.5307e+05,2.8327e+05,-24852
5037,1.5345e+05,2.811e+05,-25055
5038,1.5401e+05,2.7914e+05,-25320
5039,1.5449e+05,2.7727e+05,-25548
5040,1.5505e+05,2.7541e+05,-25819
5041,1.5517e+05,2.7323e+05,-25890
5042,1.5518e+05,2.7088e+05,-25892
5043,1.5522e+05,2.6853e+05,-25867
5044,1.5524e+05,2.6618e+05,-25789
5045,1.5531e+05,2.6389e+05,-25669
5046,1.5543e+05,2.6161e+05,-25509
5047,1.5554e+05,2.593e+05,-25322
5048,1.557e+05,2.5695e+05,-25132
5049,1.5585e+05,2.5457e+05,-24948
5050,1.5585e+05,2.5216e+05,-24695
5051,1.5574e+05,2.4968e+05,-24426
5052,1.5567e+05,2.4722e+05,-24177
5053,1.5561e+05,2.448e+05,-23909
5054,1.5555e+05,2.4234e+05,-23609
5055,1.5551e+05,2.3972e+05,-23373
5056,1.5547e+05,2.3709e+05,-23295
5057,1.5586e+05,2.347e+05,-23448
5058,1.5645e+05,2.3249e+05,-23663
5059,1.5711e+05,2.3025e+05,-23890
5060,1.5785e+05,2.2791e+05,-24145
5061,1.5855e+05,2.2554e+05,-24550
5062,1.5917e+05,2.2317e+05,-24939
5063,1.5959e+05,2.2064e+05,-25355
5064,1.599e+05,2.1809e+05,-25795
5065,1.6008e+05,2.1566e+05,-26242
5066,1.6019e+05,2.1328e+05,-26624
5067,1.6031e+05,2.1092e+05,-26900
5068,1.6047e+05,2.0851e+05,-27193
5069,1.6067e+05,2.0608e+05,-27480
5070,1.6089e+05,2.0369e+05,-27740
5071,1.6113e+05,2.0136e+05,-27978
5072,1.6141e+05,1.9899e+05,-28186
5073,1.617e+05,1.9667e+05,-28367
5074,1.6196e+05,1.9432e+05,-28511
5075,1.6224e+05,1.9197e+05,-28608
5076,1.625e+05,1.8959e+05,-28667
5077,1.6274e+05,1.8721e+05,-28680
5078,1.6296e+05,1.8476e+05,-28692
5079,1.632e+05,1.8235e+05,-28677
5080,1.6346e+05,1.7992e+05,-28665
5081,1.6369e+05,1.7752e+05,-28635
5082,1.6395e+05,1.7516e+05,-28587
5083,1.6424e+05,1.728e+05,-28504
5084,1.6456e+05,1.7042e+05,-28397
5085,1.6489e+05,1.6803e+05,-28278
5086,1.652e+05,1.6562e+05,-28141
5087,1.6549e+05,1.6317e+05,-28024
5088,1.6582e+05,1.6069e+05,-27968
5089,1.661e+05,1.5821e+05,-27965
5090,1.664e+05,1.5573e+05,-28062
5091,1.666e+05,1.5326e+05,-28200
5092,1.6671e+05,1.5089e+05,-28324
5093,1.6675e+05,1.4852e+05,-28420
5094,1.6684e+05,1.4621e+05,-28486
5095,1.6696e+05,1.4386e+05,-28494
5096,1.6711e+05,1.415e+05,-28450
5097,1.6729e+05,1.3913e+05,-28365
5098,1.6747e+05,1.3674e+05,-28262
5099,1.6768e+05,1.3435e+05,-28136
5100,1.6791e+05,1.3196e+05,-27989
5101,1.6815e+05,1.2956e+05,-27813
5102,1.6839e+05,1.2717e+05,-27632
5103,1.6866e+05,1.2478e+05,-27427
5104,1.6895e+05,1.2239e+05,-27218
178,1.6926e+05,1.2e+05,-27008
5105,1.5816e+05,4.5756e+05,-47643
387,1.5858e+05,4.6e+05,-47544
5106,1.5786e+05,4.5506e+05,-47644
5107,1.5771e+05,4.5255e+05,-47500
5108,1.5762e+05,4.5007e+05,-47257
5109,1.5753e+05,4.476e+05,-47023
5110,1.5738e+05,4.4512e+05,-46838
5111,1.5721e+05,4.4263e+05,-46654
5112,1.5706e+05,4.4015e+05,-46436
5113,1.569e+05,4.3767e+05,-46186
5114,1.5676e+05,4.3521e+05,-45858
5115,1.5662e+05,4.3277e+05,-45477
5116,1.5647e+05,4.3032e+05,-45026
5117,1.5625e+05,4.2784e+05,-44616
5118,1.5592e+05,4.2527e+05,-44418
5119,1.5553e+05,4.2278e+05,-44385
5120,1.5518e+05,4.2033e+05,-44384
5121,1.5487e+05,4.1788e+05,-44332
5122,1.5457e+05,4.1541e+05,-44246
5123,1.5432e+05,4.1294e+05,-44097
5124,1.5411e+05,4.1046e+05,-43942
