"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2"
5125,1.5391e+05,4.0796e+05,-43792
5126,1.5371e+05,4.0546e+05,-43681
5127,1.535e+05,4.0296e+05,-43618
5128,1.5329e+05,4.0045e+05,-43578
5129,1.531e+05,3.9797e+05,-43541
5130,1.5294e+05,3.9549e+05,-43457
5131,1.5281e+05,3.9302e+05,-43327
5132,1.5269e+05,3.9055e+05,-43149
5133,1.526e+05,3.8808e+05,-42939
5134,1.5253e+05,3.8565e+05,-42675
5135,1.5249e+05,3.8323e+05,-42367
5136,1.5247e+05,3.8083e+05,-42012
5137,1.5249e+05,3.7841e+05,-41628
5138,1.525e+05,3.7598e+05,-41209
5139,1.5251e+05,3.7358e+05,-40786
5140,1.5254e+05,3.7119e+05,-40363
5141,1.5259e+05,3.6883e+05,-39893
5142,1.5265e+05,3.6644e+05,-39404
5143,1.5265e+05,3.6402e+05,-38878
5144,1.5259e+05,3.6159e+05,-38314
5145,1.5241e+05,3.5917e+05,-37754
5146,1.5213e+05,3.5686e+05,-37128
5147,1.5179e+05,3.5465e+05,-36502
5148,1.5143e+05,3.5247e+05,-35834
5149,1.5102e+05,3.5032e+05,-35210
5150,1.5069e+05,3.4822e+05,-34625
5151,1.5042e+05,3.4615e+05,-34026
5152,1.502e+05,3.4403e+05,-33447
5153,1.5003e+05,3.4183e+05,-32878
5154,1.4989e+05,3.3958e+05,-32351
5155,1.4989e+05,3.373e+05,-31869
5156,1.4997e+05,3.3502e+05,-31404
5157,1.5011e+05,3.3265e+05,-30970
5158,1.5026e+05,3.3023e+05,-30598
5159,1.5038e+05,3.2783e+05,-30242
5160,1.5049e+05,3.2552e+05,-29880
5161,1.5061e+05,3.2317e+05,-29479
5162,1.5073e+05,3.2078e+05,-29089
5163,1.5082e+05,3.1835e+05,-28725
5164,1.509e+05,3.1594e+05,-28435
5165,1.5106e+05,3.1366e+05,-28176
5166,1.513e+05,3.1142e+05,-27871
5167,1.5166e+05,3.0924e+05,-27517
5168,1.5216e+05,3.0711e+05,-27137
5169,1.5268e+05,3.0494e+05,-26654
5170,1.5314e+05,3.0242e+05,-26088
5171,1.5349e+05,2.9945e+05,-25605
5172,1.5355e+05,2.9648e+05,-25459
5173,1.536e+05,2.9395e+05,-25543
5174,1.5373e+05,2.9171e+05,-25661
5175,1.541e+05,2.8968e+05,-25803
5176,1.5458e+05,2.8769e+05,-25950
5177,1.551e+05,2.8567e+05,-26086
5178,1.5561e+05,2.835e+05,-26218
5179,1.561e+05,2.8138e+05,-26368
5180,1.5664e+05,2.7946e+05,-26558
5181,1.5722e+05,2.7752e+05,-26789
5182,1.5787e+05,2.7554e+05,-27030
5183,1.58e+05,2.7327e+05,-27125
5184,1.5798e+05,2.7093e+05,-27170
5185,1.5801e+05,2.6861e+05,-27101
5186,1.5799e+05,2.663e+05,-27014
5187,1.5799e+05,2.6402e+05,-26861
5188,1.5805e+05,2.6176e+05,-26650
5189,1.5811e+05,2.5944e+05,-26426
5190,1.5822e+05,2.5709e+05,-26218
5191,1.5832e+05,2.5473e+05,-25991
5192,1.5834e+05,2.5233e+05,-25703
5193,1.5824e+05,2.4984e+05,-25341
5194,1.5817e+05,2.4738e+05,-25062
5195,1.5809e+05,2.4495e+05,-24772
5196,1.5805e+05,2.4249e+05,-24447
5197,1.5802e+05,2.3994e+05,-24163
5198,1.5793e+05,2.3726e+05,-23995
5199,1.5832e+05,2.3482e+05,-24100
5200,1.5904e+05,2.3251e+05,-24407
5201,1.5978e+05,2.3017e+05,-24772
5202,1.6043e+05,2.2777e+05,-25285
5203,1.6092e+05,2.2545e+05,-25809
5204,1.6133e+05,2.231e+05,-26241
5205,1.6166e+05,2.2065e+05,-26642
5206,1.6188e+05,2.1815e+05,-27056
5207,1.6203e+05,2.1577e+05,-27453
5208,1.6214e+05,2.134e+05,-27762
5209,1.6233e+05,2.1102e+05,-28020
5210,1.6252e+05,2.0859e+05,-28266
5211,1.6272e+05,2.0614e+05,-28507
5212,1.6294e+05,2.0371e+05,-28763
5213,1.6317e+05,2.0135e+05,-29012
5214,1.6342e+05,1.9899e+05,-29237
5215,1.6366e+05,1.9667e+05,-29430
5216,1.6391e+05,1.9433e+05,-29573
5217,1.6416e+05,1.9199e+05,-29669
5218,1.6441e+05,1.8964e+05,-29713
5219,1.6465e+05,1.8725e+05,-29715
5220,1.6488e+05,1.8482e+05,-29691
5221,1.6514e+05,1.8239e+05,-29683
5222,1.6538e+05,1.7996e+05,-29659
5223,1.6565e+05,1.7756e+05,-29631
5224,1.6592e+05,1.7518e+05,-29572
5225,1.6619e+05,1.728e+05,-29475
5226,1.665e+05,1.7042e+05,-29421
5227,1.6679e+05,1.6804e+05,-29307
5228,1.6706e+05,1.6567e+05,-29147
5229,1.6733e+05,1.6319e+05,-28990
5230,1.6761e+05,1.6064e+05,-28943
5231,1.6794e+05,1.5813e+05,-29015
5232,1.6815e+05,1.5569e+05,-29160
5233,1.6824e+05,1.5327e+05,-29260
5234,1.683e+05,1.5094e+05,-29335
5235,1.6836e+05,1.4858e+05,-29382
5236,1.6845e+05,1.4623e+05,-29377
5237,1.6858e+05,1.4388e+05,-29361
5238,1.6873e+05,1.4151e+05,-29299
5239,1.689e+05,1.3913e+05,-29201
5240,1.6908e+05,1.3674e+05,-29085
5241,1.6928e+05,1.3435e+05,-28936
5242,1.695e+05,1.3196e+05,-28766
5243,1.6972e+05,1.2956e+05,-28581
5244,1.6997e+05,1.2717e+05,-28380
5245,1.7023e+05,1.2478e+05,-28169
5246,1.7051e+05,1.2239e+05,-27946
179,1.708e+05,1.2e+05,-27719
5247,1.6089e+05,4.5754e+05,-50066
388,1.612e+05,4.6e+05,-50079
5248,1.6075e+05,4.5505e+05,-49875
5249,1.6064e+05,4.5257e+05,-49630
5250,1.6058e+05,4.5011e+05,-49304
5251,1.6048e+05,4.4762e+05,-49041
5252,1.6031e+05,4.4512e+05,-48881
5253,1.6011e+05,4.4264e+05,-48758
5254,1.5994e+05,4.4017e+05,-48584
5255,1.5981e+05,4.3771e+05,-48306
5256,1.5969e+05,4.3527e+05,-47958
5257,1.596e+05,4.3286e+05,-47522
5258,1.5953e+05,4.3046e+05,-47019
5259,1.5939e+05,4.28e+05,-46491
5260,1.5914e+05,4.2536e+05,-46092
5261,1.5876e+05,4.2273e+05,-45935
5262,1.5838e+05,4.2025e+05,-45937
5263,1.5803e+05,4.1781e+05,-45948
5264,1.5768e+05,4.1536e+05,-45929
5265,1.5741e+05,4.1291e+05,-45856
5266,1.5717e+05,4.1042e+05,-45790
5267,1.5695e+05,4.0794e+05,-45744
5268,1.5674e+05,4.0543e+05,-45693
5269,1.5654e+05,4.0293e+05,-45639
5270,1.5632e+05,4.0043e+05,-45621
5271,1.5609e+05,3.9793e+05,-45605
5272,1.5591e+05,3.9547e+05,-45561
5273,1.5575e+05,3.9301e+05,-45469
5274,1.5562e+05,3.9055e+05,-45321
5275,1.5551e+05,3.881e+05,-45109
5276,1.5542e+05,3.8566e+05,-44848
5277,1.5535e+05,3.8323e+05,-44547
5278,1.553e+05,3.808e+05,-44220
5279,1.553e+05,3.7837e+05,-43868
5280,1.5529e+05,3.7598e+05,-43501
5281,1.5527e+05,3.7356e+05,-43084
5282,1.5526e+05,3.7117e+05,-42644
5283,1.5525e+05,3.6878e+05,-42179
5284,1.5524e+05,3.6641e+05,-41697
5285,1.5523e+05,3.64e+05,-41181
5286,1.5516e+05,3.6164e+05,-40624
5287,1.5503e+05,3.5931e+05,-40022
5288,1.5478e+05,3.5697e+05,-39385
5289,1.5446e+05,3.5476e+05,-38706
5290,1.5414e+05,3.5257e+05,-38047
5291,1.5379e+05,3.5039e+05,-37396
5292,1.5343e+05,3.4829e+05,-36780
5293,1.5314e+05,3.4621e+05,-36179
5294,1.5289e+05,3.4412e+05,-35579
5295,1.5271e+05,3.4195e+05,-34960
5296,1.5261e+05,3.3975e+05,-34370
5297,1.5263e+05,3.3751e+05,-33751
5298,1.5272e+05,3.3523e+05,-33205
5299,1.5284e+05,3.3285e+05,-32705
5300,1.5296e+05,3.3046e+05,-32270
5301,1.5314e+05,3.2806e+05,-31873
5302,1.5331e+05,3.257e+05,-31492
5303,1.5345e+05,3.2333e+05,-31125
5304,1.5357e+05,3.2095e+05,-30741
5305,1.5364e+05,3.1853e+05,-30369
5306,1.5372e+05,3.1612e+05,-30050
5307,1.5385e+05,3.1378e+05,-29772
5308,1.5406e+05,3.1146e+05,-29497
5309,1.5435e+05,3.0918e+05,-29223
5310,1.5471e+05,3.0701e+05,-28885
5311,1.551e+05,3.0488e+05,-28529
5312,1.5561e+05,3.0251e+05,-28022
5313,1.5604e+05,2.9963e+05,-27597
5314,1.5617e+05,2.9675e+05,-27442
5315,1.562e+05,2.943e+05,-27423
5316,1.5635e+05,2.9211e+05,-27394
5317,1.5671e+05,2.9003e+05,-27468
5318,1.5717e+05,2.8806e+05,-27524
5319,1.5775e+05,2.8593e+05,-27605
5320,1.5832e+05,2.8374e+05,-27721
5321,1.5881e+05,2.8162e+05,-27867
5322,1.594e+05,2.7963e+05,-28094
5323,1.6001e+05,2.7762e+05,-28343
5324,1.6059e+05,2.7559e+05,-28696
5325,1.6064e+05,2.733e+05,-28783
5326,1.6056e+05,2.7096e+05,-28780
5327,1.6051e+05,2.6868e+05,-28732
5328,1.6047e+05,2.6641e+05,-28570
5329,1.6047e+05,2.6417e+05,-28351
5330,1.605e+05,2.6192e+05,-28094
5331,1.6056e+05,2.5959e+05,-27780
5332,1.6062e+05,2.5724e+05,-27505
5333,1.6073e+05,2.5487e+05,-27246
5334,1.6076e+05,2.5245e+05,-26941
5335,1.6074e+05,2.4998e+05,-26595
5336,1.6067e+05,2.4751e+05,-26273
5337,1.6062e+05,2.4508e+05,-25932
5338,1.6061e+05,2.4262e+05,-25615
5339,1.6061e+05,2.4013e+05,-25316
5340,1.6061e+05,2.3749e+05,-25038
5341,1.6107e+05,2.3494e+05,-25195
5342,1.618e+05,2.325e+05,-25591
5343,1.6236e+05,2.301e+05,-26172
5344,1.6276e+05,2.2777e+05,-26712
5345,1.631e+05,2.2548e+05,-27154
5346,1.6339e+05,2.2312e+05,-27556
5347,1.6362e+05,2.2069e+05,-27930
5348,1.6381e+05,2.1824e+05,-28296
5349,1.6396e+05,2.1586e+05,-28639
5350,1.6413e+05,2.135e+05,-28904
5351,1.6432e+05,2.1109e+05,-29124
5352,1.6452e+05,2.0865e+05,-29334
5353,1.6473e+05,2.0617e+05,-29570
5354,1.6495e+05,2.0373e+05,-29823
5355,1.6515e+05,2.0135e+05,-30069
5356,1.6537e+05,1.9899e+05,-30311
5357,1.6558e+05,1.9667e+05,-30506
5358,1.6581e+05,1.9433e+05,-30657
5359,1.6603e+05,1.92e+05,-30753
5360,1.6629e+05,1.8965e+05,-30806
5361,1.6656e+05,1.8727e+05,-30822
5362,1.6683e+05,1.8484e+05,-30828
5363,1.6709e+05,1.8241e+05,-30833
5364,1.6736e+05,1.8e+05,-30816
5365,1.6759e+05,1.7759e+05,-30782
5366,1.6784e+05,1.7519e+05,-30709
5367,1.6811e+05,1.7278e+05,-30666
5368,1.684e+05,1.7041e+05,-30616
5369,1.6867e+05,1.6807e+05,-30493
5370,1.6894e+05,1.6571e+05,-30309
5371,1.692e+05,1.6323e+05,-30128
5372,1.6947e+05,1.606e+05,-30051
5373,1.6962e+05,1.5807e+05,-30157
5374,1.6975e+05,1.557e+05,-30288
5375,1.6984e+05,1.5333e+05,-30320
5376,1.699e+05,1.5098e+05,-30340
5377,1.6999e+05,1.4862e+05,-30329
5378,1.7009e+05,1.4626e+05,-30297
5379,1.7021e+05,1.4389e+05,-30245
5380,1.7035e+05,1.4151e+05,-30159
5381,1.7051e+05,1.3913e+05,-30042
5382,1.7069e+05,1.3675e+05,-29899
5383,1.7089e+05,1.3436e+05,-29738
5384,1.7109e+05,1.3196e+05,-29554
5385,1.7131e+05,1.2957e+05,-29347
5386,1.7153e+05,1.2717e+05,-29138
5387,1.7179e+05,1.2478e+05,-28905
5388,1.7205e+05,1.2239e+05,-28670
180,1.7235e+05,1.2e+05,-28430
5389,1.6364e+05,4.5753e+05,-52438
389,1.6378e+05,4.6e+05,-52662
5390,1.6361e+05,4.5508e+05,-52081
5391,1.6362e+05,4.5267e+05,-51663
5392,1.6361e+05,4.5021e+05,-51208
5393,1.6354e+05,4.4765e+05,-50907
5394,1.633e+05,4.4507e+05,-50864
5395,1.6303e+05,4.4258e+05,-50858
5396,1.6279e+05,4.4016e+05,-50795
5397,1.6264e+05,4.3773e+05,-50577
5398,1.6255e+05,4.353e+05,-50238
5399,1.6249e+05,4.3289e+05,-49833
5400,1.6246e+05,4.3054e+05,-49323
5401,1.6243e+05,4.2815e+05,-48736
5402,1.6232e+05,4.2554e+05,-48182
5403,1.6199e+05,4.2276e+05,-47846
5404,1.6154e+05,4.2018e+05,-47776
5405,1.6113e+05,4.1773e+05,-47777
5406,1.6079e+05,4.1529e+05,-47787
5407,1.6049e+05,4.128e+05,-47786
5408,1.602e+05,4.1034e+05,-47821
5409,1.5994e+05,4.0786e+05,-47841
5410,1.5969e+05,4.054e+05,-47850
5411,1.5947e+05,4.0291e+05,-47832
5412,1.5924e+05,4.0041e+05,-47808
5413,1.5901e+05,3.9791e+05,-47794
5414,1.588e+05,3.9545e+05,-47765
5415,1.5863e+05,3.9301e+05,-47682
5416,1.5849e+05,3.9056e+05,-47530
5417,1.5838e+05,3.8812e+05,-47314
5418,1.583e+05,3.8569e+05,-47044
5419,1.5823e+05,3.8324e+05,-46739
5420,1.5816e+05,3.8079e+05,-46419
5421,1.5811e+05,3.7834e+05,-46100
5422,1.5806e+05,3.7594e+05,-45752
5423,1.5802e+05,3.7357e+05,-45365
5424,1.58e+05,3.7118e+05,-44932
5425,1.5797e+05,3.6879e+05,-44456
5426,1.5793e+05,3.664e+05,-43953
5427,1.5787e+05,3.6402e+05,-43433
5428,1.5779e+05,3.6166e+05,-42884
5429,1.5767e+05,3.5937e+05,-42290
5430,1.5745e+05,3.571e+05,-41632
5431,1.5717e+05,3.5486e+05,-40902
5432,1.5682e+05,3.5265e+05,-40204
5433,1.5646e+05,3.5048e+05,-39535
5434,1.5612e+05,3.4839e+05,-38910
5435,1.5581e+05,3.4631e+05,-38283
5436,1.5556e+05,3.4424e+05,-37647
5437,1.554e+05,3.4213e+05,-37003
5438,1.5533e+05,3.3994e+05,-36337
5439,1.5538e+05,3.377e+05,-35680
5440,1.5551e+05,3.3544e+05,-35059
5441,1.5568e+05,3.3308e+05,-34513
5442,1.5586e+05,3.3067e+05,-34033
5443,1.5606e+05,3.2823e+05,-33632
5444,1.5624e+05,3.2583e+05,-33313
5445,1.5636e+05,3.2349e+05,-32957
5446,1.5641e+05,3.2114e+05,-32543
5447,1.5646e+05,3.1875e+05,-32123
5448,1.5654e+05,3.1632e+05,-31766
5449,1.5665e+05,3.1392e+05,-31467
5450,1.5679e+05,3.1157e+05,-31198
5451,1.5698e+05,3.0927e+05,-30934
5452,1.5722e+05,3.0704e+05,-30625
5453,1.5759e+05,3.0483e+05,-30297
5454,1.5809e+05,3.0245e+05,-29951
5455,1.5854e+05,2.9972e+05,-29695
5456,1.5866e+05,2.9703e+05,-29492
5457,1.5868e+05,2.9463e+05,-29361
5458,1.5888e+05,2.9246e+05,-29284
5459,1.5929e+05,2.9045e+05,-29269
5460,1.5988e+05,2.8838e+05,-29275
5461,1.6048e+05,2.862e+05,-29335
5462,1.6101e+05,2.8394e+05,-29458
5463,1.6148e+05,2.8172e+05,-29604
5464,1.6206e+05,2.797e+05,-29866
5465,1.6256e+05,2.7766e+05,-30172
5466,1.6298e+05,2.7563e+05,-30479
5467,1.6298e+05,2.734e+05,-30509
5468,1.6282e+05,2.7106e+05,-30427
5469,1.6274e+05,2.6878e+05,-30313
5470,1.6269e+05,2.6651e+05,-30147
5471,1.627e+05,2.6428e+05,-29898
5472,1.6276e+05,2.6207e+05,-29593
5473,1.6284e+05,2.5975e+05,-29245
5474,1.6294e+05,2.5738e+05,-28923
5475,1.6307e+05,2.5497e+05,-28643
5476,1.6313e+05,2.5251e+05,-28347
5477,1.6309e+05,2.5007e+05,-28032
5478,1.6306e+05,2.4762e+05,-27692
5479,1.6306e+05,2.4517e+05,-27370
5480,1.6308e+05,2.427e+05,-27077
5481,1.6311e+05,2.4023e+05,-26776
5482,1.6319e+05,2.3765e+05,-26544
5483,1.6367e+05,2.3502e+05,-26710
5484,1.6422e+05,2.3253e+05,-27191
5485,1.6458e+05,2.3017e+05,-27669
5486,1.6485e+05,2.2789e+05,-28088
5487,1.651e+05,2.2555e+05,-28474
5488,1.6535e+05,2.2317e+05,-28840
5489,1.6555e+05,2.2074e+05,-29186
5490,1.6574e+05,2.1833e+05,-29528
5491,1.6591e+05,2.1596e+05,-29822
5492,1.661e+05,2.1357e+05,-30056
5493,1.6632e+05,2.1116e+05,-30272
5494,1.6652e+05,2.0872e+05,-30462
5495,1.6673e+05,2.0623e+05,-30678
5496,1.6693e+05,2.0375e+05,-30918
5497,1.6711e+05,2.0135e+05,-31169
5498,1.673e+05,1.9899e+05,-31419
5499,1.6749e+05,1.9668e+05,-31614
5500,1.6769e+05,1.9434e+05,-31770
5501,1.6793e+05,1.92e+05,-31888
5502,1.6819e+05,1.8963e+05,-31975
5503,1.6846e+05,1.8725e+05,-32052
5504,1.6873e+05,1.8483e+05,-32111
5505,1.6899e+05,1.8242e+05,-32132
5506,1.6924e+05,1.8002e+05,-32128
5507,1.6947e+05,1.7762e+05,-32082
5508,1.6972e+05,1.7519e+05,-32010
5509,1.6995e+05,1.7275e+05,-31938
5510,1.7021e+05,1.7038e+05,-31920
5511,1.7048e+05,1.6808e+05,-31811
5512,1.7075e+05,1.6574e+05,-31605
5513,1.71e+05,1.6324e+05,-31398
5514,1.7124e+05,1.606e+05,-31294
5515,1.7129e+05,1.5808e+05,-31311
5516,1.7131e+05,1.5572e+05,-31353
5517,1.7139e+05,1.5338e+05,-31368
5518,1.7148e+05,1.5102e+05,-31349
5519,1.7158e+05,1.4866e+05,-31297
5520,1.7172e+05,1.4628e+05,-31230
5521,1.7183e+05,1.4391e+05,-31143
5522,1.7197e+05,1.4152e+05,-31031
5523,1.7212e+05,1.3914e+05,-30883
5524,1.7229e+05,1.3675e+05,-30721
5525,1.7248e+05,1.3436e+05,-30538
5526,1.7268e+05,1.3196e+05,-30339
5527,1.7289e+05,1.2957e+05,-30117
5528,1.7311e+05,1.2717e+05,-29892
5529,1.7335e+05,1.2478e+05,-29650
5530,1.7361e+05,1.2239e+05,-29397
181,1.7389e+05,1.2e+05,-29143
5531,1.6617e+05,4.5755e+05,-55054
390,1.6622e+05,4.6e+05,-55368
5532,1.6625e+05,4.5515e+05,-54631
5533,1.6641e+05,4.5277e+05,-54123
5534,1.6655e+05,4.5028e+05,-53623
5535,1.6653e+05,4.4764e+05,-53289
5536,1.6624e+05,4.45e+05,-53230
5537,1.6587e+05,4.4251e+05,-53269
5538,1.6556e+05,4.4013e+05,-53225
5539,1.6538e+05,4.3773e+05,-53032
5540,1.6527e+05,4.3531e+05,-52714
5541,1.6521e+05,4.3291e+05,-52338
5542,1.652e+05,4.3059e+05,-51875
5543,1.6526e+05,4.2825e+05,-51292
5544,1.6527e+05,4.2571e+05,-50683
5545,1.651e+05,4.2297e+05,-50185
5546,1.6465e+05,4.2023e+05,-49918
5547,1.6422e+05,4.1767e+05,-49830
5548,1.6385e+05,4.1517e+05,-49830
5549,1.6347e+05,4.1268e+05,-49890
5550,1.6313e+05,4.1021e+05,-49985
5551,1.6284e+05,4.0779e+05,-50078
5552,1.6256e+05,4.0534e+05,-50124
5553,1.6232e+05,4.0289e+05,-50116
5554,1.6209e+05,4.0042e+05,-50084
5555,1.6186e+05,3.9792e+05,-50037
5556,1.6164e+05,3.9544e+05,-49988
5557,1.6146e+05,3.9301e+05,-49899
5558,1.6132e+05,3.9058e+05,-49743
5559,1.6122e+05,3.8814e+05,-49520
5560,1.6114e+05,3.857e+05,-49261
5561,1.6107e+05,3.8326e+05,-48975
5562,1.61e+05,3.808e+05,-48665
5563,1.6092e+05,3.7835e+05,-48351
5564,1.6084e+05,3.7594e+05,-48018
5565,1.6078e+05,3.7358e+05,-47644
5566,1.6073e+05,3.7122e+05,-47208
5567,1.6069e+05,3.6883e+05,-46726
5568,1.6064e+05,3.6646e+05,-46209
5569,1.6056e+05,3.6405e+05,-45668
5570,1.6047e+05,3.617e+05,-45108
5571,1.6033e+05,3.5944e+05,-44505
5572,1.6015e+05,3.5719e+05,-43837
5573,1.5989e+05,3.5497e+05,-43114
5574,1.5956e+05,3.5276e+05,-42382
5575,1.5921e+05,3.5061e+05,-41662
5576,1.5884e+05,3.4853e+05,-40984
5577,1.5852e+05,3.4645e+05,-40309
5578,1.5827e+05,3.444e+05,-39657
5579,1.5811e+05,3.423e+05,-38978
5580,1.5807e+05,3.4012e+05,-38284
5581,1.5815e+05,3.3788e+05,-37627
5582,1.5831e+05,3.3559e+05,-37034
5583,1.5849e+05,3.3325e+05,-36509
5584,1.587e+05,3.3083e+05,-36034
5585,1.5891e+05,3.2834e+05,-35664
5586,1.5905e+05,3.2596e+05,-35359
5587,1.5911e+05,3.2365e+05,-34966
5588,1.5916e+05,3.2139e+05,-34486
5589,1.5921e+05,3.1898e+05,-34009
5590,1.593e+05,3.1652e+05,-33596
5591,1.5941e+05,3.1408e+05,-33288
5592,1.5951e+05,3.1171e+05,-33006
5593,1.5965e+05,3.0937e+05,-32735
5594,1.5988e+05,3.0708e+05,-32461
5595,1.6019e+05,3.0478e+05,-32176
5596,1.6055e+05,3.0232e+05,-31952
5597,1.6084e+05,2.998e+05,-31733
5598,1.6095e+05,2.9731e+05,-31540
5599,1.6107e+05,2.9501e+05,-31312
5600,1.6132e+05,2.9282e+05,-31153
5601,1.6182e+05,2.9072e+05,-31121
5602,1.6243e+05,2.8858e+05,-31150
5603,1.6303e+05,2.8636e+05,-31228
5604,1.6357e+05,2.8409e+05,-31341
5605,1.6398e+05,2.8179e+05,-31475
5606,1.6442e+05,2.7974e+05,-31713
5607,1.648e+05,2.7775e+05,-31944
5608,1.6512e+05,2.7576e+05,-32170
5609,1.6506e+05,2.7351e+05,-32124
5610,1.6492e+05,2.7122e+05,-31968
5611,1.6483e+05,2.6889e+05,-31837
5612,1.6481e+05,2.6661e+05,-31648
5613,1.6483e+05,2.6437e+05,-31406
5614,1.6492e+05,2.6216e+05,-31108
5615,1.6503e+05,2.5988e+05,-30765
5616,1.6516e+05,2.5749e+05,-30423
5617,1.653e+05,2.5504e+05,-30153
5618,1.6534e+05,2.5256e+05,-29875
5619,1.6532e+05,2.5012e+05,-29550
5620,1.6531e+05,2.4767e+05,-29250
5621,1.6532e+05,2.4521e+05,-28963
5622,1.6534e+05,2.4274e+05,-28691
5623,1.6539e+05,2.403e+05,-28420
5624,1.655e+05,2.3773e+05,-28212
5625,1.6591e+05,2.3511e+05,-28375
5626,1.6631e+05,2.3267e+05,-28762
5627,1.6661e+05,2.3032e+05,-29144
5628,1.6684e+05,2.2806e+05,-29500
5629,1.6707e+05,2.2566e+05,-29800
5630,1.6729e+05,2.2324e+05,-30113
5631,1.6748e+05,2.208e+05,-30421
5632,1.6766e+05,2.1839e+05,-30734
5633,1.6785e+05,2.1603e+05,-31007
5634,1.6807e+05,2.1363e+05,-31240
5635,1.6831e+05,2.1121e+05,-31461
5636,1.6854e+05,2.0877e+05,-31671
5637,1.6874e+05,2.0628e+05,-31870
5638,1.6893e+05,2.0378e+05,-32108
5639,1.6909e+05,2.0136e+05,-32371
5640,1.6924e+05,1.9901e+05,-32605
5641,1.6941e+05,1.967e+05,-32800
5642,1.6959e+05,1.9434e+05,-32957
5643,1.6982e+05,1.9196e+05,-33117
5644,1.7007e+05,1.8957e+05,-33284
5645,1.7032e+05,1.872e+05,-33421
5646,1.7056e+05,1.8479e+05,-33517
5647,1.7077e+05,1.8241e+05,-33550
5648,1.7099e+05,1.8003e+05,-33520
5649,1.7121e+05,1.7764e+05,-33449
5650,1.7143e+05,1.7517e+05,-33366
5651,1.7164e+05,1.7271e+05,-33319
5652,1.7187e+05,1.7034e+05,-33285
5653,1.7214e+05,1.6805e+05,-33186
5654,1.7244e+05,1.6572e+05,-32991
5655,1.7269e+05,1.6324e+05,-32750
5656,1.7282e+05,1.6067e+05,-32626
5657,1.729e+05,1.5815e+05,-32492
5658,1.7292e+05,1.5579e+05,-32445
5659,1.73e+05,1.5341e+05,-32402
5660,1.7308e+05,1.5104e+05,-32363
5661,1.7321e+05,1.4868e+05,-32270
5662,1.7332e+05,1.4629e+05,-32171
5663,1.7344e+05,1.4392e+05,-32047
5664,1.7358e+05,1.4153e+05,-31904
5665,1.7373e+05,1.3915e+05,-31736
5666,1.739e+05,1.3675e+05,-31555
5667,1.7407e+05,1.3436e+05,-31350
5668,1.7426e+05,1.3196e+05,-31131
5669,1.7446e+05,1.2957e+05,-30897
5670,1.7468e+05,1.2717e+05,-30651
5671,1.7491e+05,1.2478e+05,-30387
5672,1.7516e+05,1.2239e+05,-30125
182,1.7543e+05,1.2e+05,-29857
5673,1.6853e+05,4.5756e+05,-57845
391,1.6855e+05,4.6e+05,-58180
5674,1.6865e+05,4.5515e+05,-57432
5675,1.6886e+05,4.5277e+05,-56977
5676,1.6905e+05,4.5028e+05,-56533
5677,1.6906e+05,4.4765e+05,-56213
5678,1.6881e+05,4.4501e+05,-56077
5679,1.6841e+05,4.4249e+05,-56043
5680,1.6808e+05,4.4012e+05,-55970
5681,1.6788e+05,4.3774e+05,-55762
5682,1.678e+05,4.3533e+05,-55418
5683,1.6776e+05,4.3293e+05,-55032
5684,1.6776e+05,4.306e+05,-54561
5685,1.6785e+05,4.2829e+05,-54000
5686,1.6797e+05,4.2581e+05,-53438
5687,1.6789e+05,4.2317e+05,-52891
5688,1.6765e+05,4.2042e+05,-52413
5689,1.6722e+05,4.177e+05,-52176
5690,1.668e+05,4.151e+05,-52117
5691,1.6641e+05,4.1256e+05,-52181
5692,1.6601e+05,4.1007e+05,-52319
5693,1.6564e+05,4.0767e+05,-52427
5694,1.6534e+05,4.0529e+05,-52487
5695,1.6508e+05,4.0288e+05,-52494
5696,1.6488e+05,4.0045e+05,-52411
5697,1.6466e+05,3.9795e+05,-52321
5698,1.6447e+05,3.9546e+05,-52231
5699,1.643e+05,3.9302e+05,-52141
5700,1.6417e+05,3.9059e+05,-51988
5701,1.6407e+05,3.8816e+05,-51786
5702,1.6397e+05,3.8571e+05,-51529
5703,1.6389e+05,3.8328e+05,-51254
5704,1.6381e+05,3.8082e+05,-50951
5705,1.6371e+05,3.7837e+05,-50632
5706,1.6361e+05,3.7598e+05,-50290
5707,1.6352e+05,3.7362e+05,-49907
5708,1.6347e+05,3.7128e+05,-49477
5709,1.6343e+05,3.689e+05,-48989
5710,1.6338e+05,3.6654e+05,-48465
5711,1.6331e+05,3.6413e+05,-47910
5712,1.632e+05,3.6178e+05,-47333
5713,1.6306e+05,3.5952e+05,-46727
5714,1.6289e+05,3.5728e+05,-46057
5715,1.6264e+05,3.5505e+05,-45330
5716,1.6232e+05,3.5287e+05,-44589
5717,1.6195e+05,3.5074e+05,-43836
5718,1.616e+05,3.4867e+05,-43113
5719,1.6128e+05,3.4662e+05,-42407
5720,1.6103e+05,3.4456e+05,-41704
5721,1.6086e+05,3.4246e+05,-41012
5722,1.608e+05,3.4027e+05,-40317
5723,1.6086e+05,3.38e+05,-39683
5724,1.61e+05,3.3572e+05,-39131
5725,1.6117e+05,3.3339e+05,-38612
5726,1.6137e+05,3.3095e+05,-38162
5727,1.6155e+05,3.2846e+05,-37791
5728,1.6163e+05,3.2609e+05,-37461
